fold,trades,PF,expectancy,net_R,max_drawdown,win_rate,fold_status,coverage_status
WF01,7,0.0566070468737,-0.719794590359,-5.03856213251,-5.03856213251,0.142857142857,NEGATIVE,incomplete
WF02,8,11.0886772451,3.14829013248,25.1863210599,-1.44896825999,0.625,POSITIVE,incomplete
WF03,9,2.93038832218,0.430227852778,3.87205067501,-1.0040875669,0.666666666667,POSITIVE,incomplete
WF04,10,3.23228509469,0.889189527673,8.89189527673,-1.9786684979,0.5,POSITIVE,incomplete
