iterations,seed,diagnostic_only,lower_2_5_pct,lower_5_pct,median,upper_95_pct,upper_97_5_pct,probability_mean_R_gt_0
10000,4102025,True,0.0794632274072,0.171986642287,0.919231088504,1.88392293139,2.1176190769,0.9856
