symbol,trades,PF,expectancy,net_R,max_drawdown,win_rate,classification
Si,16,3.60766507911,0.978877592399,15.6620414784,-1.98015659201,0.5625,instrument independent
CNY,18,3.20572972533,0.958314633374,17.2496634007,-3.0584055405,0.444444444444,instrument independent
