configuration_id,trades,trade_count,PF_C0,expectancy_C0,net_R_C0,max_DD_C0,recovery_factor_C0,win_rate_C0,PF_C05,expectancy_C05,net_R_C05,max_DD_C05,recovery_factor_C05,win_rate_C05,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,PF_C2,expectancy_C2,net_R_C2,max_DD_C2,recovery_factor_C2,win_rate_C2,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,Y2023_trades,Y2023_expectancy_C1,Y2024_trades,Y2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
R1-0000-1f40eee4940b,22,22,0.920679515678,-0.0281537701819,-0.619382944002,-2.76625490244,-0.223906677384,0.5,0.865558311676,-0.0494240373441,-1.08732882157,-2.94965857271,-0.368628705583,0.5,0.814114852601,-0.0706943045063,-1.55527469914,-3.13306224297,-0.496407213941,0.5,0.722753087719,-0.113234838831,-2.49116645427,-3.49986958351,-0.711788366633,0.454545454545,9,0.279674321775,13,-0.313257199624,11,-0.28482384027,11,0.143435231258,11,0.425896660714,11,-0.567285269727,0.430508070858,0.669766298428,0.841380574871,0.997922041796,-4.48771643959,0.463631837951,-0.213700782837,-6.11744387274,0.268848161279,-0.321970730144,-7.28640887379,0.129134429908,-0.428612286693
R1-0001-f2bd7d8bcaae,44,44,0.898326834248,-0.0346370565676,-1.52403048897,-8.32876850692,-0.182983893442,0.477272727273,0.842589251211,-0.0554228329326,-2.43860464903,-9.01489095831,-0.270508502023,0.477272727273,0.790353740249,-0.0762086092975,-3.35317880909,-9.70101340969,-0.345652424905,0.477272727273,0.696223707886,-0.117780162027,-5.18232712921,-11.0732583125,-0.468003814503,0.454545454545,20,0.101015816842,24,-0.22389563108,21,-0.143861285512,23,-0.0144387744928,22,0.163174034497,22,-0.315591253092,0.180570233632,0.406205664991,0.56589676745,0.837132173021,-5.63581798754,0.647639380721,-0.131065534594,-8.48813902246,0.469307573613,-0.207027781036,-10.5068392234,0.3430951135,-0.269406133935
R1-0002-efa57b2b7521,56,56,0.773905355295,-0.08878052606,-4.97170945936,-9.41620487439,-0.527995038944,0.464285714286,0.731955642311,-0.108434277923,-6.07231956366,-10.3313785105,-0.587755018122,0.464285714286,0.692397305692,-0.128088029785,-7.17292966796,-11.2465521466,-0.637789215261,0.464285714286,0.620608593433,-0.16739553351,-9.37414987657,-13.0768994188,-0.716848052153,0.446428571429,28,0.0890365183283,28,-0.345212577898,24,-0.256597439255,32,-0.0317059726827,26,0.141461163388,30,-0.361697330535,0.141375925329,0.34459967559,0.501353761816,0.729563067721,-9.45556884642,0.594508995904,-0.171919433571,-12.7367957827,0.453797418771,-0.240316901561,-15.2677289509,0.345261311812,-0.299367234332
R1-0003-1d030e82a197,65,65,1.01905606416,0.00551125425688,0.358231526697,-5.25241865018,0.0682031556424,0.492307692308,0.948065839951,-0.0155206170671,-1.00884010936,-6.11642788165,-0.164939426882,0.476923076923,0.881571419219,-0.0365524883911,-2.37591174542,-6.98043711312,-0.340367187171,0.476923076923,0.761289415902,-0.0786162310391,-5.11005501754,-8.70845557607,-0.586792339113,0.430769230769,30,0.0469469254594,35,-0.108123414549,30,-0.0111555730575,35,-0.0583212729628,31,0.205023902844,34,-0.256813315693,0.102561844992,0.284754452666,0.416615811317,0.653772938894,-4.1898274725,0.791155827972,-0.0654660542578,-7.41209825404,0.630540032253,-0.119549971839,-9.74420716131,0.514294827167,-0.162403452688
R1-0004-f038a930a552,74,74,0.485865220035,-0.187497888429,-13.8748437437,-15.3404347913,-0.904462222387,0.432432432432,0.443768432134,-0.212471098471,-15.7228612868,-17.016133543,-0.923997290399,0.432432432432,0.405318931329,-0.237444308513,-17.5708788299,-18.6918322948,-0.940029770909,0.432432432432,0.338857976052,-0.287390728596,-21.2669139161,-22.0432297982,-0.964782117267,0.418918918919,33,-0.0645862426524,41,-0.376573971278,36,-0.321585858306,38,-0.15773126134,34,-0.0649170299434,40,-0.384092495297,0.147392352915,0.334146678147,0.434524623475,0.637346106504,-19.3360271811,0.345578020359,-0.264877084673,-21.5725685127,0.269882956835,-0.303838993137,-22.7746794851,0.229197875306,-0.330067818625
R1-0005-ce563554c1b8,49,49,0.809937837728,-0.0788408743695,-3.86320284411,-8.16508139619,-0.473137089106,0.469387755102,0.764106068077,-0.10082092239,-4.94022519711,-8.88291342014,-0.556149200544,0.469387755102,0.720895799383,-0.12280097041,-6.01724755011,-9.77786495094,-0.615394831111,0.469387755102,0.642434242352,-0.166761066451,-8.17129225611,-11.5677680125,-0.706384520096,0.448979591837,22,0.0820858368122,27,-0.289745776295,23,-0.243571727582,26,-0.0159653006047,25,0.129473653358,24,-0.385587036836,0.146870057942,0.357991462851,0.520837305755,0.757915251686,-8.29988672856,0.615017791558,-0.172914306845,-11.5811136649,0.462821257599,-0.251763340541,-14.1120468331,0.345426373502,-0.320728337115
R1-0006-9ac11e56b037,60,60,0.735066248929,-0.103733710351,-6.22402262107,-10.6685180361,-0.583400862239,0.466666666667,0.694901791907,-0.122890214435,-7.37341286613,-11.632471813,-0.633864666486,0.466666666667,0.656918694982,-0.14204671852,-8.52280311119,-12.5964255898,-0.676604886872,0.466666666667,0.587770934934,-0.180359726688,-10.8215836013,-14.5243331435,-0.745065779913,0.45,30,0.032330048625,30,-0.316423485664,26,-0.27150736304,34,-0.0430474021221,29,0.0783254208065,31,-0.34820130047,0.139875046292,0.340941326913,0.496031276042,0.721817859956,-10.8054422896,0.565032162111,-0.183143089655,-14.0866692259,0.432947963441,-0.247134547824,-16.6176023941,0.331066476454,-0.302138225348
R1-0007-ff20c80f889d,66,66,0.709998209401,-0.10907436797,-7.19890828599,-11.6357459953,-0.618689019931,0.454545454545,0.670358638016,-0.127544931684,-8.41796549111,-12.6503572462,-0.665433025115,0.454545454545,0.632872668569,-0.146015495398,-9.63702269624,-13.668227641,-0.705067471025,0.454545454545,0.564643719706,-0.182956622825,-12.0751371065,-15.7039684306,-0.768922655431,0.439393939394,33,0.00430154386873,33,-0.296332534664,28,-0.286460636436,38,-0.042529602001,33,0.0608239903635,33,-0.352854981159,0.137402540379,0.334914666196,0.487263162676,0.709058622521,-11.9196618747,0.545914356171,-0.183379413457,-15.200888811,0.42091433003,-0.241283949381,-17.7318219792,0.324497130511,-0.290685606216
R1-0008-70c2b2ef50cf,60,60,0.703600293301,-0.118828571083,-7.12971426496,-11.57420968,-0.616000095219,0.466666666667,0.66537426437,-0.137915896155,-8.2749537693,-12.5340127161,-0.660199886239,0.466666666667,0.629178418683,-0.157003221227,-9.42019327364,-13.4938157523,-0.698111894114,0.466666666667,0.563246862023,-0.195177871372,-11.7106722823,-15.4134218245,-0.759771088836,0.45,30,0.032330048625,30,-0.34633649108,26,-0.306022369288,34,-0.0430474021221,29,0.047380932446,31,-0.34820130047,0.142813294489,0.348103220802,0.506451025963,0.720971553919,-11.7028324521,0.539323375889,-0.198353092408,-14.9840593884,0.410159384681,-0.262878234884,-17.5149925566,0.310530363027,-0.31845441012
R1-0009-ad645ee68f3b,61,61,0.882257724985,-0.0396315836539,-2.41752660289,-6.86202201791,-0.352305282113,0.475409836066,0.831786382363,-0.0585350675108,-3.57063911816,-7.82969806499,-0.45603790702,0.475409836066,0.784512855007,-0.0774385513677,-4.72375163343,-8.79737411206,-0.536950182323,0.475409836066,0.699193737172,-0.115245519082,-7.02997666397,-10.7327262062,-0.655003819991,0.459016393443,31,0.126765386536,30,-0.288449287201,27,-0.138477475126,34,-0.028966464854,29,0.14356524743,32,-0.277723244028,0.132730739746,0.323527289039,0.47618825243,0.725613389349,-7.00639081188,0.680383883422,-0.116773180198,-10.2876177482,0.530701537811,-0.177372719796,-12.9130072904,0.410937049572,-0.2305894159
