year,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
2023,111,1.6115610602,0.260229266002,28.8854485262,-11.8727972142,2.43291012262,0.36036036036,5,16
2024,213,1.76225271925,0.336641535756,71.7046471159,-5.81171314658,12.337953596,0.384976525822,4,8
