iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,324,0.31219648963,0.113354612066,0.141756381234,0.308810235364,0.494612417299,0.53433531158,0.9992,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
