symbol,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
USDRUBF,99,1.81443172464,0.353647615402,35.0111139248,-7.09136697527,4.93714597578,0.333333333333,4,9
CNYRUBF,85,1.58449263052,0.249324632747,21.1925937835,-8.22761788295,2.57578731596,0.4,4,6
GLDRUBF,73,1.61078079001,0.256821689906,18.7479833632,-7.22927600792,2.59334175962,0.397260273973,5,5
IMOEXF,67,1.81754853585,0.382662754787,25.6384045707,-6.24103829954,4.10803512816,0.388059701493,4,7
