year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,25,0.996978487425,-0.00167353483521,-0.0418383708802,-8.22378415543,-0.00508748406931,0.28
2024,27,3.66606543981,0.990232965991,26.7362900818,-2.68739303362,9.94878298309,0.518518518519
