trade_id,fold_id,symbol,direction,entry_time,entry_price,initial_stop,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R,net_R,MAE_R,MFE_R
WF01-CNY-000001,WF01,CNY,LONG,2024-02-06T19:00:00+03:00,12.663,12.6029405733,2024-02-08T16:00:00+03:00,12.6210075387,ATR_TRAILING_STOP,27,-0.699181854358,0.0666007023244,-0.765782556683,0.965710183704,0.616056496501
WF01-CNY-000002,WF01,CNY,LONG,2024-02-20T14:00:00+03:00,12.828,12.780290208,2024-02-21T16:00:00+03:00,12.7828878812,ATR_TRAILING_STOP,17,-0.945552619559,0.0838402312948,-1.02939285085,0.945552619559,0.16768046259
WF01-CNY-000003,WF01,CNY,LONG,2024-02-22T20:00:00+03:00,12.864,12.7969008857,2024-02-26T13:00:00+03:00,12.7969008857,ATR_TRAILING_STOP,8,-1,0.0596133054877,-1.05961330549,1,0.283163201067
WF01-Si-000001,WF01,Si,LONG,2024-02-22T20:00:00+03:00,93.29,92.7141232288,2024-02-26T11:00:00+03:00,92.7141232288,ATR_TRAILING_STOP,6,-1,0.00694593044878,-1.00694593045,1,0.260472391829
WF01-Si-000002,WF01,Si,LONG,2024-03-15T16:00:00+03:00,92.36,92.0043252283,2024-03-18T10:00:00+03:00,92.4695319572,ATR_TRAILING_STOP,9,0.307955373774,0.0112462291925,0.296709144581,0,1.7993966708
WF01-CNY-000004,WF01,CNY,LONG,2024-03-20T13:00:00+03:00,12.854,12.8053691441,2024-03-20T17:00:00+03:00,12.8053691441,ATR_TRAILING_STOP,4,-1,0.0822523050984,-1.0822523051,1,0.143941533922
WF01-Si-000003,WF01,Si,LONG,2024-03-20T13:00:00+03:00,92.89,92.5047862742,2024-03-20T17:00:00+03:00,92.5047862742,ATR_TRAILING_STOP,4,-1,0.0103838459849,-1.01038384598,1,0.103838459849
WF01-Si-000004,WF01,Si,LONG,2024-03-22T12:00:00+03:00,92.87,92.4159595191,2024-03-25T10:00:00+03:00,92.7476728362,ATR_TRAILING_STOP,13,-0.269419069391,0.0088097871637,-0.278228856554,0.484538294004,1.32146807456
WF01-CNY-000005,WF01,CNY,SHORT,2024-04-24T17:00:00+03:00,12.691,12.7308761841,2024-04-25T10:00:00+03:00,12.7210676766,ATR_TRAILING_STOP,8,-0.754025925364,0.100310500979,-0.854336426343,0.754025925364,0.601863005872
WF01-Si-000005,WF01,Si,SHORT,2024-04-25T19:00:00+03:00,92.05,92.4213106201,2024-04-26T12:00:00+03:00,92.4213106201,ATR_TRAILING_STOP,8,-1,0.0107726517475,-1.01077265175,1,0.134658146844
WF01-CNY-000006,WF01,CNY,SHORT,2024-04-26T13:00:00+03:00,12.655,12.7014372868,2024-04-27T10:00:00+03:00,12.583,ATR_TRAILING_STOP,12,1.55047818274,0.0861376768188,1.46434050592,0.0646032576141,3.27323171911
WF01-Si-000006,WF01,Si,SHORT,2024-04-26T15:00:00+03:00,91.66,92.0986576711,2024-04-27T10:00:00+03:00,91.840517989,ATR_TRAILING_STOP,10,-0.411523611423,0.00911872802759,-0.42064233945,0.411523611423,0.820685522483
WF01-Si-000007,WF01,Si,LONG,2024-04-30T12:00:00+03:00,93.41,93.0569041702,2024-04-30T17:00:00+03:00,93.0569041702,ATR_TRAILING_STOP,5,-1,0.0113283694193,-1.01132836942,1,0.113283694193
