fold,train_start,train_end_inclusive,test_start,test_end_inclusive,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration,longest_recovery_trades,longest_recovery_minutes,recovery_status
WF01,2023-01-01,2023-06-30,2023-07-01,2023-12-31,61,2.33834606629,0.584105510256,35.6304361256,-10.6129566205,3.35725824573,0.426229508197,87.7049180328,9,0.208539909216,0.586509885041,38,190945,RECOVERED
WF02,2023-01-01,2023-12-31,2024-01-01,2024-06-30,59,1.22243398617,0.127068433085,7.49703755204,-12.0259501239,0.623405009565,0.28813559322,69.3220338983,7,0.155000294943,0.535585257791,48,174045,UNRECOVERED
WF03,2023-01-01,2024-06-30,2024-07-01,2024-12-31,72,1.72576863413,0.373542664914,26.8950718738,-14.7881169685,1.81869482985,0.291666666667,78.6111111111,10,0.228811297162,0.704100455269,34,113715,RECOVERED
