fold_id,train_start,train_end,test_start,test_end,trades,PF_C0,expectancy_C0,net_R_C0,PF_C1,expectancy_C1,net_R_C1,PF_C2,expectancy_C2,net_R_C2,max_DD_R_C1,winrate_C1,LONG_trades,SHORT_trades,Si_trades,CNY_trades,positive_C1
WF01,2023-01-03T10:00:00+03:00,2024-02-01T00:00:00+03:00,2024-02-01T00:00:00+03:00,2024-05-01T00:00:00+03:00,13,0.204679992299,-0.555482271045,-7.22126952358,0.194497759583,-0.57653458889,-7.49494965558,0.184796315757,-0.597586906736,-7.76862978757,-7.58061183976,0.153846153846,9,4,7,6,False
WF02,2023-01-03T10:00:00+03:00,2024-05-01T00:00:00+03:00,2024-05-01T00:00:00+03:00,2024-08-01T00:00:00+03:00,12,6.4439047654,1.95744325663,23.4893190795,6.14522285112,1.93150375358,23.178045043,5.87071383915,1.90556425054,22.8667710064,-2.49649388595,0.416666666667,0,12,5,7,True
WF03,2023-01-03T10:00:00+03:00,2024-08-01T00:00:00+03:00,2024-08-01T00:00:00+03:00,2024-11-01T00:00:00+03:00,14,1.99095655629,0.28121316789,3.93698435046,1.9458389723,0.271151215897,3.79611702256,1.90162458566,0.261089263904,3.65524969466,-2.18306901638,0.642857142857,11,3,9,5,True
