split,dimension,category,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
train,portfolio,COMBINED,919,1.13757609548,0.0729067395982,67.0012936908,-36.9674895528,1.81243829379,0.348204570185,116.501632209,15,0.0297040743534,0.104129046517
train,strategy,T2,398,0.945593669261,-0.0324512258211,-12.9155878768,-55.0561678314,-0.234589300083,0.301507537688,122.047738693,18,0.057833753527,0.191488114137
train,strategy,T3,521,1.3201524369,0.153391327385,79.9168815676,-20.8985142027,3.82404609211,0.383877159309,112.26487524,15,0.0499379707454,0.156576290672
train,instrument,USDRUBF,532,1.41342935417,0.193781106988,103.091548918,-17.4981468848,5.89156952426,0.383458646617,95.0939849624,11,0.0466918226301,0.141404481665
train,instrument,CNYRUBF,387,0.848140460365,-0.0932564734542,-36.0902552268,-65.011136184,-0.555139586003,0.299741602067,145.930232558,17,0.0644072892508,0.21640822643
train,direction,LONG,546,1.28312032912,0.139796841187,76.3290752878,-30.3899846979,2.51165231067,0.384615384615,130.723443223,19,0.0375287712207,0.125417994393
train,direction,SHORT,373,0.957096525291,-0.0250074573648,-9.32778159707,-41.7461851369,-0.223440335123,0.29490616622,95.6836461126,14,0.0790851691198,0.246072983603
test,portfolio,COMBINED,512,1.08175232591,0.0451141959999,23.098468352,-46.8584781428,0.49294106995,0.322265625,110.05859375,17,0.0247092849101,0.11756155908
test,strategy,T2,205,1.17680564354,0.105000660939,21.5251354924,-26.0258757521,0.827066712279,0.292682926829,140.341463415,15,0.0527128584488,0.243689764319
test,strategy,T3,307,1.00978456562,0.00512486273454,1.5733328595,-42.8121622922,0.0367496705437,0.342019543974,89.8371335505,15,0.0446399792968,0.19104094635
test,instrument,USDRUBF,260,1.1276472844,0.0691925927983,17.9900741276,-30.5538447212,0.58879902977,0.319230769231,94,12,0.0436939179793,0.198523478607
test,instrument,CNYRUBF,252,1.03607464645,0.0202714056523,5.10839422439,-27.8479353773,0.183438885331,0.325396825397,126.626984127,15,0.0514751608283,0.23797499852
test,direction,LONG,244,0.67981936166,-0.190255559714,-46.4223565702,-48.9690552908,-0.94799371347,0.282786885246,116.352459016,14,0.0682238373759,0.243631202338
test,direction,SHORT,268,1.5054074624,0.259406063142,69.5208249222,-25.7967206786,2.69494815982,0.358208955224,104.328358209,17,0.0364706706046,0.173519748247
