iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,181,0.396965827826,0.186850037575,0.218254429659,0.393057756689,0.590706490735,0.628194595134,1,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
