symbol,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
USDRUBF,63,2.17019445404,0.352462573457,22.2051421278,-3.5991941032,6.1694761358,0.492063492063,4,8
CNYRUBF,51,2.10996587326,0.42264272293,21.5547788694,-6.06694832657,3.55282057951,0.411764705882,3,8
GLDRUBF,41,1.93330329211,0.254664073019,10.4412269938,-3.87943403395,2.69143047733,0.487804878049,5,7
IMOEXF,26,4.31928905124,0.69511314551,18.0729417833,-2.12947261238,8.48705058625,0.576923076923,7,3
