year,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
2023,61,1.59293548745,0.215617210473,13.1526498389,-5.67342240555,2.31829201118,0.426229508197,6,7
2024,120,2.80002063264,0.492678666128,59.1214399354,-5.1776270159,11.4186363278,0.508333333333,7,9
