configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,GD_trades,GD_expectancy_C1,BR_trades,BR_expectancy_C1,MIX_trades,MIX_expectancy_C1,NG_trades,NG_expectancy_C1,Y2020_trades,Y2020_expectancy_C1,Y2021_trades,Y2021_expectancy_C1,Y2022_trades,Y2022_expectancy_C1,Y2023_trades,Y2023_expectancy_C1,Y2024_trades,Y2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
T2-H1-2696ace53d38,919,1.60260589997,0.265100234866,243.627115842,-12.3309836202,19.757314043,0.372143634385,168,0.507786330839,71,0.982582975887,156,0.113820683566,171,0.113243384184,186,0.0302991992048,167,0.27424745263,158,0.132847455317,186,0.13988253484,151,0.273657911723,206,0.406967026482,218,0.327805111451,501,0.278764939231,418,0.248722204037,0.0332869564052,0.0774185119584,0.104380800578,0.16324169836,222.059950444,1.54926002724,0.241895370854,193.466391264,1.47853453594,0.211207850725,175.997081931,1.43532461312,0.192556982419
T2-H1-8b4dd7c871ba,581,1.59806656923,0.264354881709,153.590186273,-18.833645567,8.15509592803,0.380378657487,106,0.464648161871,38,1.30999223247,92,0.140712929355,119,0.0418627235738,121,-0.0388150085989,105,0.393591797289,94,0.0324843715446,116,-0.0226601474709,89,0.344888567435,132,0.469173102995,150,0.403595335717,303,0.294744028566,278,0.231232897905,0.0525513966061,0.0951177972535,0.134785550852,0.220072814021,132.023020875,1.51408593915,0.22762589806,114.553711542,1.4460619973,0.198189812357,98.2740109431,1.3826702864,0.170614602332
T2-H1-22d7ea10c462,803,1.51710339483,0.240059486367,192.767767553,-21.8717330347,8.81355708059,0.367372353674,145,0.26584042291,58,0.694257001108,129,0.271839185817,156,0.161953574133,174,0.0223079903828,141,0.352768775212,140,0.17487151983,156,0.079315231999,134,0.313990169211,179,0.257921751372,194,0.348813929974,416,0.33326219777,387,0.139872592456,0.0381347461604,0.0720069159152,0.102302046759,0.167009218121,171.200602155,1.45924904197,0.213467084981,152.044143517,1.40786145824,0.190055179396,134.910684835,1.36190061239,0.169061008565
T2-H1-1d7fc9f67a72,739,1.58447845502,0.265168042713,195.959183565,-13.1266999851,14.9282899577,0.370771312585,131,0.393517882745,55,1.20536051109,118,0.102885385364,134,0.256011933728,159,-0.0617951902887,142,0.292203334357,130,0.0073164110527,145,0.0364832856439,124,0.294235582763,164,0.428532572618,176,0.471326247371,397,0.293819979641,342,0.231908338149,0.0405984652527,0.0851313627072,0.11801594141,0.189805686445,174.392018167,1.52015106152,0.236303547651,150.734760212,1.44958964496,0.204802663331,133.265450879,1.39748473851,0.181560559781
T2-H1-ee4694de69de,722,1.60028064375,0.26489566852,191.254672672,-15.9566430232,11.9858965569,0.362880886427,127,0.392683385185,53,1.26504438459,120,0.0319254014183,134,0.248996219668,151,-0.0328066859798,137,0.307254002535,123,-0.00612098615874,141,0.0620594433068,128,0.171924234329,162,0.456205833549,168,0.519913841868,382,0.300277021306,340,0.225143678037,0.0422998864749,0.0886990913463,0.122961813773,0.192257697627,169.687507273,1.5325889542,0.235350218132,146.030249318,1.45833720475,0.20310187666,128.560939986,1.40350723325,0.179303960929
T2-H1-2584c9b32dae,739,1.56500187338,0.255297004548,188.664486361,-13.9834899013,13.491945694,0.36400541272,137,0.345139896097,57,1.07684329303,116,0.169630015866,133,0.150470215531,161,-0.0662413587849,135,0.377596230747,124,0.0189589474757,145,0.0367331483267,127,0.295124357992,165,0.419373870467,178,0.417470720643,393,0.282828070385,346,0.224026169652,0.0412703296104,0.0846820861215,0.117468197513,0.187495837897,167.097320963,1.50041373022,0.226419134096,144.411082647,1.43247424995,0.196210710119,127.277623966,1.38116392421,0.173402757447
T2-H1-d171cb18dcd0,480,1.66874422756,0.332735854929,159.713210366,-19.6607991642,8.12343430357,0.358333333333,83,0.562112031625,34,1.79659216858,87,0.0365521307058,93,0.147745788816,110,0.00883079141438,73,0.466876674282,83,0.0441999184814,99,0.141023389836,89,0.227662038753,111,0.503906382544,98,0.672324200275,258,0.444369425973,222,0.202999542634,0.0541156026664,0.111039145283,0.154029840871,0.244889181025,138.146044968,1.57843912799,0.288405104317,115.459806652,1.48344829483,0.242054101997,98.3263479709,1.41170781973,0.207002837833
T2-H1-608dc87d09f1,630,1.6663779647,0.312202569418,196.687618734,-15.059244765,13.0609218326,0.368253968254,115,0.396549832183,48,1.32038358571,103,0.192488099077,117,0.1984039391,140,-0.044024967352,107,0.475046133347,112,0.015238726811,121,0.184562190043,109,0.312328018451,139,0.50108045167,149,0.462784694915,334,0.376106849551,296,0.240094361431,0.0438493500127,0.0899739466391,0.124808891927,0.199212623197,175.120453335,1.59330837407,0.278410895605,152.43421502,1.51644736262,0.243116770367,135.300756339,1.4583991774,0.216481210142
T2-H1-2f9d182d308e,762,1.36748370219,0.132576109131,101.022995158,-16.7637374612,6.02628115548,0.392388451444,137,0.333980527608,58,0.0605892374484,124,0.101529387188,136,0.153732358298,167,-0.0316677667341,140,0.168176852917,130,0.134034971011,149,0.123031721453,132,0.0269380346057,165,0.186737246966,186,0.166125032865,408,0.138952698014,354,0.12522682025,0.0214417601672,0.0627660017201,0.0962092136666,0.163498297364,92.9624437802,1.33816244461,0.122158270408,77.4275170955,1.28165221779,0.102012538993,64.8552876688,1.2359191705,0.0856740920327
T2-H1-0f598fd08d5f,707,1.61480664821,0.274919639587,194.368185188,-15.7752217981,12.3211063322,0.370579915134,126,0.4205667621,54,1.18710699794,114,0.134594644525,129,0.162284592412,154,-0.0518645048911,130,0.376781747161,122,0.02625070834,138,0.0743389031903,121,0.275708713945,155,0.458593238412,171,0.447158618648,375,0.311492517697,332,0.233609912806,0.0422460312159,0.0866841163491,0.120245347829,0.191928562128,172.80101979,1.54658747614,0.24476065126,150.114781474,1.47482856084,0.213231223685,132.981322793,1.42063366112,0.18943208375
