strategy,tested_configurations,central_configuration_id,configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,2023_trades,2023_expectancy_C1,2024_trades,2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,expectancy_C1_without_top3,net_R_without_top5,expectancy_C1_without_top5,PF_C1_without_best_trade,PF_C1_without_top3,PF_C1_without_top5,Si_PF_C1,Si_net_R_C1,Si_max_DD_C1,Si_recovery_factor_C1,Si_win_rate_C1,CNY_PF_C1,CNY_net_R_C1,CNY_max_DD_C1,CNY_recovery_factor_C1,CNY_win_rate_C1,2023_PF_C1,2023_net_R_C1,2023_max_DD_C1,2023_recovery_factor_C1,2023_win_rate_C1,2024_PF_C1,2024_net_R_C1,2024_max_DD_C1,2024_recovery_factor_C1,2024_win_rate_C1,LONG_PF_C1,LONG_net_R_C1,LONG_max_DD_C1,LONG_recovery_factor_C1,LONG_win_rate_C1,SHORT_PF_C1,SHORT_net_R_C1,SHORT_max_DD_C1,SHORT_recovery_factor_C1,SHORT_win_rate_C1,overall_plateau_classification,ROBUST_PLATEAU_configurations,LOCAL_SPIKE_configurations,NO_EDGE_configurations
T2,19,T2-H4-0008-2b0494cdd24b,T2-H4-0008-2b0494cdd24b,19,1.74229557592,0.420293941927,7.98558489661,-7.3575795565,1.08535488271,0.368421052632,10,0.308429913645,9,0.544587306684,4,-0.32670481117,15,0.619493609419,10,0.193066101621,9,0.672769320044,0.465736053499,0.744954446398,0.957784502419,1,-0.743958968354,-0.0413310537975,-5.97750099372,-0.373593812108,-9.96669035507,-0.711906453933,0.930845710361,0.444364739698,0.0735518746708,1.69152267582,3.08429913645,-3.20457948323,0.962466105955,0.5,1.77825336845,4.90128576016,-4.15300007327,1.18017955061,0.222222222222,0.65412556614,-1.30681924468,-3.77830541014,-0.34587443386,0.25,2.33135618747,9.29240414129,-3.57927414637,2.59616999461,0.4,1.3721742975,1.93066101621,-4.0308062262,0.478976390296,0.4,2.08697408528,6.0549238804,-3.98427721955,1.51970446501,0.333333333333,ROBUST_PLATEAU,2,16,1
