symbol,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
Si,21,1.42656066487,0.217165502853,4.56047555992,-7.06323498375,0.645663859465,0.285714285714,2,6
CNY,16,3.22401094823,0.959039021102,15.3446243376,-1.93089371865,7.94690261274,0.4375,2,3
GD,15,0.210757985683,-0.431718925109,-6.47578387663,-6.47578387663,-1,0.2,1,5
BR,15,1.69237628994,0.212282855473,3.18424283209,-2.01148054493,1.58303436745,0.466666666667,2,3
MIX,27,2.53459444779,0.42032278835,11.3487152855,-1.45891727918,7.77886138399,0.444444444444,2,3
NG,23,1.47202047856,0.241880343413,5.56324789851,-6.0976650513,0.912357082868,0.391304347826,2,4
