version,cost_scenario,trades,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
baseline,C1,19,1.74229557592,0.420293941927,7.98558489661,-7.3575795565,1.08535488271,0.368421052632,2,6
candidate,C1,19,1.74229557592,0.420293941927,7.98558489661,-7.3575795565,1.08535488271,0.368421052632,2,6
