seed,iterations,sample_trades,mean,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,status
3302025,10000,19,0.420594661461,-0.48300209477,-0.379708981748,0.37141358251,1.38136008996,1.61749525791,0.7706,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
