instrument,exit_configuration,GROSS_PF,GROSS_expectancy,BASE_PF,BASE_expectancy,STRESS_PF,STRESS_expectancy,executed_trades,max_drawdown
CNYRUBF,STOP_1.0_TARGET_1.5,1.1637723223062193,0.09238603662295376,0.5508933703858359,-0.3739039420557538,0.25653511084968106,-0.8401939207352898,377,142.52380467026143
CNYRUBF,STOP_1.0_TARGET_2.0,1.2247868326651847,0.13879322065972796,0.6467445635469219,-0.3201499617507338,0.3550030417131531,-0.7790931441620108,368,120.87720443951191
CNYRUBF,TIME_30,0.7895429089862696,-0.4055648290534249,0.600319854045531,-0.8701088616498506,0.4554060842196527,-1.3346528942471012,223,194.472081724222
CNYRUBF,TIME_60,1.0021193824323704,0.004867134075238305,0.8232867598430461,-0.4507482728287576,0.6801050793609177,-0.9063636797335628,174,96.1457106332679
USDRUBF,STOP_1.0_TARGET_1.5,1.023773927839927,0.014321169400324145,0.3541721772883343,-0.6423409702651347,0.10499155534738312,-1.2990031099296602,377,242.5026561183404
USDRUBF,STOP_1.0_TARGET_2.0,1.037804911599788,0.025150126943087808,0.4294607035893867,-0.6207154797828822,0.17631925349358854,-1.2665810865079346,365,227.40126044913708
USDRUBF,TIME_30,1.1341588968643257,0.19870372601745573,0.761913737432223,-0.43202968603828446,0.5186924921213639,-1.0627630980931284,211,97.80214086665843
USDRUBF,TIME_60,1.302705316234798,0.5306253891758707,0.9663726931065535,-0.06893019881048189,0.7204365069406076,-0.6684857867959825,155,78.08918820538419
