direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,62,1.7846409826,0.33834617699,20.9774629734,-6.53954773455,3.20778497611,0.435483870968
SHORT,32,0.588902651497,-0.224916623372,-7.1973319479,-10.6300248649,-0.677075739648,0.25
