year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,26,1.15360217857,0.073736845327,1.9171579785,-5.68789681329,0.337059205087,0.346153846154
2024,68,1.37350284396,0.174455485985,11.862973047,-6.27842338966,1.88948280655,0.382352941176
