trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe,fold_id,net_R
T2-M15-WF03-test-CNY-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-08-01 16:30:00+03:00,2024-08-01 17:00:00+03:00,2024-08-01 17:00:00+03:00,11.762,11.7776601368,0.0156601368022,15.6601368022,2024-08-02 10:15:00+03:00,11.7657560474,ATR_TRAILING_STOP,29,-0.239847675104,0.127712805147,-0.367560480251,0.383138415442,1.02170244118,2024-08-01 16:00:00+03:00,2,63856.4025737,CNYRUBF,T2,M15,WF03,-0.367560480251
T2-M15-WF03-test-Si-000001,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-08-05 11:45:00+03:00,2024-08-05 12:00:00+03:00,2024-08-05 12:00:00+03:00,85.45,85.7942406581,0.34424065811,344.24065811,2024-08-05 15:30:00+03:00,85.1641021667,ATR_TRAILING_STOP,14,0.830517333148,0.00580988896251,0.824707444185,0.261445003313,2.0915600265,2024-08-05 11:00:00+03:00,1,2904.94448126,USDRUBF,T2,M15,WF03,0.824707444185
T2-M15-WF03-test-CNY-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-08-05 17:00:00+03:00,2024-08-05 17:45:00+03:00,2024-08-05 17:45:00+03:00,11.864,11.8439397835,0.0200602164995,20.0602164995,2024-08-05 19:15:00+03:00,11.8439397835,INITIAL_STOP,6,-1,0.0996998212879,-1.09969982129,0.797598570303,0.847448480947,2024-08-05 16:30:00+03:00,3,49666.682073,CNYRUBF,T2,M15,WF03,-1.09969982129
T2-M15-WF03-test-Si-000002,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-08-06 13:15:00+03:00,2024-08-06 13:30:00+03:00,2024-08-06 13:30:00+03:00,85.24,85.3361728065,0.0961728065109,96.1728065109,2024-08-06 13:45:00+03:00,85.3361728065,INITIAL_STOP,1,-1,0.0207958993042,-1.0207958993,0,0,2024-08-06 12:45:00+03:00,1,10483.7023169,USDRUBF,T2,M15,WF03,-1.0207958993
T2-M15-WF03-test-Si-000003,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-08-07 16:15:00+03:00,2024-08-07 17:00:00+03:00,2024-08-07 17:00:00+03:00,85.8,85.6288956727,0.171104327324,171.104327324,2024-08-07 21:45:00+03:00,85.8735298383,ATR_TRAILING_STOP,19,0.429736871227,0.0116887750957,0.418048096131,0.175331626436,1.98709176628,2024-08-07 15:45:00+03:00,3,5832.43536419,USDRUBF,T2,M15,WF03,0.418048096131
T2-M15-WF03-test-Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-08-09 16:00:00+03:00,2024-08-09 16:30:00+03:00,2024-08-09 16:30:00+03:00,87.28,87.0728524796,0.207147520357,207.147520357,2024-08-09 19:15:00+03:00,87.0728524796,INITIAL_STOP,11,-1,0.00965495506078,-1.00965495506,0.724121629559,0.434472977735,2024-08-09 15:45:00+03:00,2,4837.74490521,USDRUBF,T2,M15,WF03,-1.00965495506
T2-M15-WF03-test-CNY-000003,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-08-15 12:30:00+03:00,2024-08-15 13:15:00+03:00,2024-08-15 13:15:00+03:00,11.917,11.9464362203,0.0294362202736,29.4362202736,2024-08-15 14:00:00+03:00,11.9464362203,INITIAL_STOP,3,-1,0.0679435057018,-1.0679435057,0.679435057018,0.101915258553,2024-08-15 12:15:00+03:00,3,33474.6719669,CNYRUBF,T2,M15,WF03,-1.0679435057
T2-M15-WF03-test-Si-000005,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-08-19 16:30:00+03:00,2024-08-19 17:00:00+03:00,2024-08-19 17:00:00+03:00,88.99,88.788432705,0.201567295016,201.567295016,2024-08-19 18:00:00+03:00,88.788432705,INITIAL_STOP,4,-1,0.00992224457765,-1.00992224458,0.8433907891,0.29766733733,2024-08-19 16:15:00+03:00,2,4921.47715555,USDRUBF,T2,M15,WF03,-1.00992224458
T2-M15-WF03-test-CNY-000004,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-08-19 18:15:00+03:00,2024-08-19 18:30:00+03:00,2024-08-19 18:30:00+03:00,12.116,12.0917292059,0.0242707940883,24.2707940883,2024-08-20 10:15:00+03:00,12.1046768917,ATR_TRAILING_STOP,23,-0.466532254316,0.0824035667199,-0.548935821036,0.70043031712,0.37081605024,2024-08-19 16:00:00+03:00,1,40165.3379137,CNYRUBF,T2,M15,WF03,-0.548935821036
T2-M15-WF03-test-CNY-000005,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-08-20 13:30:00+03:00,2024-08-20 13:45:00+03:00,2024-08-20 13:45:00+03:00,12.129,12.1055547207,0.0234452792589,23.4452792589,2024-08-21 10:45:00+03:00,12.2123565531,ATR_TRAILING_STOP,44,3.55536618612,0.0853050193141,3.47006116681,0.597135135198,5.03299613953,2024-08-20 12:00:00+03:00,1,41351.3255195,CNYRUBF,T2,M15,WF03,3.47006116681
