trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe,fold_id,net_R
T2-M15-WF02-test-Si-000001,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-06 10:45:00+03:00,2024-05-06 11:00:00+03:00,2024-05-06 11:00:00+03:00,91.72,91.8271644122,0.107164412193,107.164412193,2024-05-06 16:00:00+03:00,91.3173286984,ATR_TRAILING_STOP,20,3.75750954435,0.0186629120533,3.7388466323,0,6.43870465839,2024-05-06 10:30:00+03:00,1,9331.45602666,USDRUBF,T2,M15,WF02,3.7388466323
T2-M15-WF02-test-CNY-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-06 16:30:00+03:00,2024-05-06 17:15:00+03:00,2024-05-06 17:15:00+03:00,12.644,12.6815738666,0.0375738666246,37.5738666246,2024-05-06 20:30:00+03:00,12.672,EMA50_TREND_LOSS,13,-0.745198791484,0.053228485106,-0.79842727659,0.825041519143,0,2024-05-06 15:45:00+03:00,3,26614.242553,CNYRUBF,T2,M15,WF02,-0.79842727659
T2-M15-WF02-test-Si-000002,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-05-08 16:45:00+03:00,2024-05-08 17:30:00+03:00,2024-05-08 17:30:00+03:00,91.97,91.8502308996,0.119769100368,119.769100368,2024-05-10 10:15:00+03:00,92.0171605322,ATR_TRAILING_STOP,31,0.393762097609,0.0166987978857,0.377063299723,0.500963936572,1.753373778,2024-05-08 16:30:00+03:00,3,8661.57016406,USDRUBF,T2,M15,WF02,0.377063299723
T2-M15-WF02-test-CNY-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-14 10:00:00+03:00,2024-05-14 10:15:00+03:00,2024-05-14 10:15:00+03:00,12.576,12.6010234634,0.0250234633799,25.0234633799,2024-05-14 10:30:00+03:00,12.6010234634,INITIAL_STOP,1,-1,0.0799249875862,-1.07992498759,0,0,2024-05-14 09:30:00+03:00,1,39643.4223422,CNYRUBF,T2,M15,WF02,-1.07992498759
T2-M15-WF02-test-CNY-000003,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-14 11:00:00+03:00,2024-05-14 11:30:00+03:00,2024-05-14 11:30:00+03:00,12.593,12.6265560164,0.0335560164454,33.5560164454,2024-05-14 11:45:00+03:00,12.607,EMA50_TREND_LOSS,1,-0.417212812576,0.0596018303679,-0.476814642943,0,0,2024-05-14 10:15:00+03:00,2,29243.7185776,CNYRUBF,T2,M15,WF02,-0.476814642943
T2-M15-WF02-test-CNY-000004,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-15 16:45:00+03:00,2024-05-15 17:30:00+03:00,2024-05-15 17:30:00+03:00,12.597,12.6151337266,0.0181337266388,18.1337266388,2024-05-15 20:30:00+03:00,12.5919971924,ATR_TRAILING_STOP,12,0.275884138643,0.110291725459,0.165592413184,0.220583450919,1.81981347008,2024-05-15 16:30:00+03:00,3,53856.7568596,CNYRUBF,T2,M15,WF02,0.165592413184
T2-M15-WF02-test-Si-000003,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-15 16:45:00+03:00,2024-05-15 17:30:00+03:00,2024-05-15 17:30:00+03:00,91.23,91.4093273015,0.179327301495,179.327301495,2024-05-15 21:30:00+03:00,91.185433171,ATR_TRAILING_STOP,16,0.24852227551,0.0111527914787,0.237369484031,0.33458374436,1.33833497744,2024-05-15 16:30:00+03:00,3,5806.70131556,USDRUBF,T2,M15,WF02,0.237369484031
T2-M15-WF02-test-CNY-000005,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-17 14:30:00+03:00,2024-05-17 14:45:00+03:00,2024-05-17 14:45:00+03:00,12.578,12.5917514774,0.0137514774022,13.7514774022,2024-05-17 23:30:00+03:00,12.5689875529,ATR_TRAILING_STOP,35,0.655380277771,0.145438918416,0.509941359355,0.581755673665,2.03614485783,2024-05-17 14:00:00+03:00,1,71137.1507726,CNYRUBF,T2,M15,WF02,0.509941359355
T2-M15-WF02-test-CNY-000006,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-21 16:00:00+03:00,2024-05-21 16:15:00+03:00,2024-05-21 16:15:00+03:00,12.462,12.4872162509,0.0252162509059,25.2162509059,2024-05-22 09:45:00+03:00,12.4071352442,ATR_TRAILING_STOP,34,2.17576974611,0.0793139316174,2.09645581449,0.356912692278,3.52946995697,2024-05-21 15:30:00+03:00,1,38991.8937603,CNYRUBF,T2,M15,WF02,2.09645581449
T2-M15-WF02-test-Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-21 16:00:00+03:00,2024-05-21 16:15:00+03:00,2024-05-21 16:15:00+03:00,90.43,90.6094292271,0.179429227088,179.429227088,2024-05-22 10:00:00+03:00,90.0650266927,ATR_TRAILING_STOP,35,2.03407947096,0.0111464560844,2.02293301487,0.334393682533,3.17673998406,2024-05-21 15:45:00+03:00,1,5817.17829957,USDRUBF,T2,M15,WF02,2.02293301487
