configuration_id,neighbor_ids,neighbor_count,positive_neighbors,stable_positive_neighbors,stability_tolerance,expectancy_C1,PF_C1,classification
T3-H1-782a150195d6,T3-H1-0050d828c1a8;T3-H1-e465514e7d09;T3-H1-0e8b28aef6af;T3-H1-8f50652483e0;T3-H1-fde65b87e674;T3-H1-d6feb972db57;T3-H1-0ceadfe6ba89;T3-H1-aeeb96942cf3;T3-H1-5ce129d7f93a;T3-H1-4e73cdb77246;T3-H1-d9d86ab01cd1;T3-H1-30681f09c487,12,12,12,0.071582648288,0.204521852252,1.47227192074,ROBUST_PLATEAU
T3-H1-aeef6145060a,T3-H1-0050d828c1a8,1,1,1,0.053166089416,0.151903112617,1.34112279194,LOCAL_SPIKE
T3-H1-0050d828c1a8,T3-H1-782a150195d6;T3-H1-aeef6145060a,2,2,2,0.0695669616914,0.19876274769,1.46197078462,ROBUST_PLATEAU
T3-H1-e465514e7d09,T3-H1-782a150195d6;T3-H1-ce4f64b5cf6f,2,2,2,0.0539776034454,0.15422172413,1.35169213078,ROBUST_PLATEAU
T3-H1-ce4f64b5cf6f,T3-H1-e465514e7d09,1,1,1,0.0558269046851,0.159505441957,1.36425249871,LOCAL_SPIKE
T3-H1-0e8b28aef6af,T3-H1-782a150195d6,1,1,1,0.0754305425806,0.215515835945,1.49730440048,LOCAL_SPIKE
T3-H1-8f50652483e0,T3-H1-782a150195d6;T3-H1-59bb19b16087,2,2,2,0.0757428410458,0.216408117274,1.51956306578,ROBUST_PLATEAU
T3-H1-59bb19b16087,T3-H1-8f50652483e0,1,1,1,0.0665481520213,0.190137577204,1.44114032387,LOCAL_SPIKE
T3-H1-fde65b87e674,T3-H1-782a150195d6,1,1,1,0.0589969719563,0.168562777018,1.37233213698,LOCAL_SPIKE
T3-H1-d6feb972db57,T3-H1-782a150195d6;T3-H1-2e29f26637ab,2,2,2,0.0588880020118,0.168251434319,1.38407586715,ROBUST_PLATEAU
T3-H1-2e29f26637ab,T3-H1-d6feb972db57;T3-H1-1bef08206dd9,2,2,2,0.0573869394656,0.163962684187,1.3716086614,ROBUST_PLATEAU
T3-H1-1bef08206dd9,T3-H1-2e29f26637ab,1,1,1,0.0437761971892,0.125074849112,1.28028475227,LOCAL_SPIKE
T3-H1-0ceadfe6ba89,T3-H1-782a150195d6,1,1,1,0.0633984960934,0.181138560267,1.41082305775,LOCAL_SPIKE
T3-H1-aeeb96942cf3,T3-H1-782a150195d6;T3-H1-4e27874898fc,2,2,2,0.0711061600032,0.203160457152,1.46328578667,ROBUST_PLATEAU
T3-H1-4e27874898fc,T3-H1-aeeb96942cf3,1,1,1,0.067233088946,0.192094539846,1.42992524607,LOCAL_SPIKE
T3-H1-5ce129d7f93a,T3-H1-782a150195d6,1,1,1,0.0864217424666,0.24691926419,1.46762538578,LOCAL_SPIKE
T3-H1-4e73cdb77246,T3-H1-782a150195d6;T3-H1-ff3ccac57cfa,2,2,2,0.0585870395042,0.167391541441,1.46490681122,ROBUST_PLATEAU
T3-H1-ff3ccac57cfa,T3-H1-4e73cdb77246,1,1,1,0.0487211552266,0.139203300647,1.45976096985,LOCAL_SPIKE
T3-H1-65fae596a867,T3-H1-d9d86ab01cd1,1,1,1,0.0501235235983,0.143210067424,1.42993211697,LOCAL_SPIKE
T3-H1-d9d86ab01cd1,T3-H1-782a150195d6;T3-H1-65fae596a867,2,2,1,0.0501640410097,0.143325831456,1.36514507043,LOCAL_SPIKE
T3-H1-30681f09c487,T3-H1-782a150195d6;T3-H1-ea3e58b88e04,2,2,2,0.0795808273497,0.227373792428,1.47248885359,ROBUST_PLATEAU
T3-H1-ea3e58b88e04,T3-H1-30681f09c487,1,1,1,0.0868848012937,0.248242289411,1.47129164626,LOCAL_SPIKE
