year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,8,0.298752396593,-0.537375938702,-4.29900750961,-6.13051294397,-0.701247603407,0.125
2024,64,2.19321761849,0.477923590025,30.5871097616,-4.0624577029,7.52921310165,0.4375
