direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,34,1.87443432896,0.386631354164,13.1454660416,-2.54994988384,5.15518603909,0.411764705882
SHORT,38,1.78550038599,0.345858847643,13.1426362104,-6.07268261072,2.16422247842,0.394736842105
