year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,11,3,0,-0.772256367465,-2.31676910239,-2.31676910239,-1,0
2023,12,5,0.480238188625,-0.396447681444,-1.98223840722,-3.81374384158,-0.519761811375,0.2
2024,1,4,0.307406658897,-0.485507697482,-1.94203078993,-1.94203078993,-1,0.25
2024,2,2,,1.51771162187,3.03542324374,0,,1
2024,3,7,3.26487178083,0.988418501157,6.9189295081,-3.05488794847,2.26487178083,0.285714285714
2024,4,7,2.02311603478,0.411389407579,2.87972585306,-1.81421894572,1.58730888565,0.428571428571
2024,5,7,2.39956595692,0.550883568649,3.85618498055,-1.10043800862,3.50422736251,0.428571428571
2024,6,8,1.94989805307,0.245086762664,1.96069410131,-1.36947852719,1.43170853897,0.25
2024,7,5,3.48126165419,0.98897725393,4.94488626965,-1.66108683844,2.97689810984,0.6
2024,8,4,2.72180427613,0.430510808799,1.72204323519,-1.0001387841,1.72180427613,0.75
2024,9,6,0.618877410754,-0.190586971812,-1.14352183087,-2.00026654271,-0.571684726237,0.5
2024,10,4,2.52974052353,0.733815415459,2.93526166184,-1.91879708792,1.52974052353,0.25
2024,11,5,4.88672936975,0.955071207026,4.77535603513,-0.811762249383,5.88270277259,0.6
2024,12,5,1.21469424434,0.128831498766,0.644157493831,-3.00034821989,0.214694244342,0.4
