analysis,hypothesis_id,scope,label,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
session_filter,M5_SESSION_KEEP_B,T2,Keep only Session_B,536,1.3128231923,0.17207760738,92.2335975556,-23.4212239618,3.93803490825,0.30223880597
session_filter,M5_SESSION_REMOVE_C,T2,Remove Session_C,581,1.31558127076,0.175330436505,101.866983609,-31.8032238094,3.20303954781,0.302925989673
session_filter,M5_SESSION_KEEP_B_A,T2,Keep Session_B + Session_A,581,1.31558127076,0.175330436505,101.866983609,-31.8032238094,3.20303954781,0.302925989673
