symbol,close_correlation,close_return_correlation,mean_abs_open_difference,mean_abs_high_difference,mean_abs_low_difference,mean_abs_close_difference,median_abs_close_difference,max_abs_close_difference,legacy_return_mean,legacy_return_std,quarterly_return_mean,quarterly_return_std,largest_abs_return_difference,largest_abs_return_difference_timestamp
Si,0.939361866322,0.943334310621,88736.518715,88879.3255422,88579.4539992,88729.4959369,85652.6971155,129796.816193,-2.51189066942e-05,0.00222107336836,-5.72850248025e-05,0.00242535363526,0.00967665801274,2026-03-20 09:00:00+03:00
CNY,0.81073766079,0.961683583698,1.08258180306,1.08501654244,1.07936093077,1.08221255067,0.755376055591,3.47734409935,-7.89410300948e-06,0.00227508504149,-3.9929725297e-05,0.00241095549917,0.0165432098765,2026-03-19 09:00:00+03:00
