scenario,cost_ticks_per_side,trades,net_R,profit_factor,profit_factor_R,expectancy,expectancy_R,average_R,max_drawdown,max_DD_R,win_rate
C0,0.0,109,52.10451545426785,2.1049567258779187,2.1049567258779187,0.47802307756209034,0.47802307756209034,0.47802307756209034,-16.198643184283156,-16.198643184283156,0.43119266055045874
C0.5,0.5,109,51.309898916948335,2.0773673327562854,2.0773673327562854,0.47073301758668196,0.47073301758668196,0.47073301758668196,-16.49127337682922,-16.49127337682922,0.43119266055045874
C1,1.0,109,50.515282379628836,2.050317167764735,2.050317167764735,0.46344295761127374,0.46344295761127374,0.46344295761127374,-16.783903569375298,-16.783903569375298,0.43119266055045874
C2,2.0,109,48.92604930498983,1.9977724998693327,1.9977724998693327,0.44886283766045715,0.44886283766045715,0.44886283766045715,-17.369163954467428,-17.369163954467428,0.43119266055045874
