analysis,hypothesis_id,scope,label,instrument,session,time_dimension,time_value,descriptive_class,excluded_values,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
time_slice,M5_TIME_HOUR_21,T3,21,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,21,negative,DATA_UNAVAILABLE,11,0.161347433448,-0.663721443788,-7.30093588167,-7.30093588167,-1,0.0909090909091
time_slice,M5_TIME_HOUR_22,T3,22,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,22,positive,DATA_UNAVAILABLE,11,1.21483806393,0.158833369102,1.74716706012,-5.27079334291,0.331480850501,0.272727272727
time_slice,M5_TIME_HOUR_23,T3,23,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,23,negative,DATA_UNAVAILABLE,10,0.101758959134,-0.973981482441,-9.73981482441,-9.73981482441,-1,0.1
time_slice,M5_TIME_WEEKDAY_Monday,T3,Monday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Monday,positive,DATA_UNAVAILABLE,230,1.46366854289,0.201148406009,46.264133382,-23.2398023263,1.99072835184,0.413043478261
time_slice,M5_TIME_WEEKDAY_Tuesday,T3,Tuesday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Tuesday,positive,DATA_UNAVAILABLE,200,1.14530259401,0.0655223017468,13.1044603494,-14.6929838742,0.891885573522,0.42
time_slice,M5_TIME_WEEKDAY_Wednesday,T3,Wednesday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Wednesday,negative,DATA_UNAVAILABLE,221,0.823605602705,-0.0958158515151,-21.1753031848,-33.9352234412,-0.623991859713,0.316742081448
time_slice,M5_TIME_WEEKDAY_Thursday,T3,Thursday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Thursday,positive,DATA_UNAVAILABLE,224,1.24392696854,0.12074231861,27.0462793686,-17.3137689045,1.56212546891,0.383928571429
time_slice,M5_TIME_WEEKDAY_Friday,T3,Friday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Friday,positive,DATA_UNAVAILABLE,251,1.21093632083,0.109079856246,27.3790439178,-26.9906285416,1.01439074958,0.354581673307
time_slice,M5_TIME_MONTH_01-January,T3,01-January,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,01-January,positive,DATA_UNAVAILABLE,72,1.12279544266,0.0573664508647,4.13038446226,-7.84432205706,0.526544477932,0.347222222222
time_slice,M5_TIME_MONTH_02-February,T3,02-February,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,02-February,negative,DATA_UNAVAILABLE,82,0.545750187707,-0.261042302934,-21.4054688406,-22.8549383302,-0.936579593054,0.268292682927
time_slice,M5_TIME_MONTH_03-March,T3,03-March,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,03-March,negative,DATA_UNAVAILABLE,94,0.864553073367,-0.0720539030718,-6.77306688875,-15.2919912692,-0.442915953163,0.31914893617
time_slice,M5_TIME_MONTH_04-April,T3,04-April,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,04-April,positive,DATA_UNAVAILABLE,95,1.36709344428,0.209736529035,19.9249702583,-15.779003414,1.26275213558,0.315789473684
time_slice,M5_TIME_MONTH_05-May,T3,05-May,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,05-May,positive,DATA_UNAVAILABLE,99,1.4150171497,0.209703462316,20.7606427692,-10.2531986464,2.0247966986,0.40404040404
time_slice,M5_TIME_MONTH_06-June,T3,06-June,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,06-June,positive,DATA_UNAVAILABLE,90,1.41553452082,0.187430404416,16.8687363974,-18.4296402474,0.915304703235,0.4
time_slice,M5_TIME_MONTH_07-July,T3,07-July,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,07-July,negative,DATA_UNAVAILABLE,88,0.800315172193,-0.0993672025917,-8.74431382807,-18.3612738893,-0.476236773156,0.352272727273
time_slice,M5_TIME_MONTH_08-August,T3,08-August,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,08-August,positive,DATA_UNAVAILABLE,94,1.03339082306,0.0155137884734,1.4582961165,-13.7762684606,0.105855669165,0.393617021277
time_slice,M5_TIME_MONTH_09-September,T3,09-September,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,09-September,negative,DATA_UNAVAILABLE,95,0.800003085642,-0.108427894573,-10.3006499844,-16.7534709425,-0.614836771425,0.326315789474
time_slice,M5_TIME_MONTH_10-October,T3,10-October,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,10-October,positive,DATA_UNAVAILABLE,99,1.43255363258,0.172325306755,17.0602053687,-8.782116514,1.94260749576,0.454545454545
time_slice,M5_TIME_MONTH_11-November,T3,11-November,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,11-November,positive,DATA_UNAVAILABLE,89,1.93311988704,0.392585524051,34.9401116406,-7.78271621495,4.48944952836,0.460674157303
time_slice,M5_TIME_MONTH_12-December,T3,12-December,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,12-December,positive,DATA_UNAVAILABLE,134,1.30516501245,0.146346289907,19.6104028476,-15.9377688448,1.23043589341,0.417910447761
time_slice,M5_TIME_QUARTER_2023-Q1,T3,2023-Q1,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q1,negative,DATA_UNAVAILABLE,101,0.817394600118,-0.0913545266784,-9.22680719452,-11.1317310196,-0.828874429166,0.336633663366
time_slice,M5_TIME_QUARTER_2023-Q2,T3,2023-Q2,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q2,positive,DATA_UNAVAILABLE,124,1.63977384891,0.331932842685,41.1596724929,-20.8985142027,1.9695023337,0.354838709677
time_slice,M5_TIME_QUARTER_2023-Q3,T3,2023-Q3,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q3,positive,DATA_UNAVAILABLE,130,1.17474603497,0.0806259482945,10.4813732783,-13.2584317145,0.790543972619,0.384615384615
time_slice,M5_TIME_QUARTER_2023-Q4,T3,2023-Q4,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q4,positive,DATA_UNAVAILABLE,166,1.50152410124,0.22591953609,37.5026429909,-15.9377688448,2.35306731802,0.433734939759
time_slice,M5_TIME_QUARTER_2024-Q1,T3,2024-Q1,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q1,negative,DATA_UNAVAILABLE,147,0.81527729012,-0.100825469881,-14.8213440725,-31.6481115219,-0.468316855565,0.292517006803
time_slice,M5_TIME_QUARTER_2024-Q2,T3,2024-Q2,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q2,positive,DATA_UNAVAILABLE,160,1.20350440471,0.102466730825,16.394676932,-15.3687964189,1.06675086879,0.3875
time_slice,M5_TIME_QUARTER_2024-Q3,T3,2024-Q3,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q3,negative,DATA_UNAVAILABLE,147,0.644652451016,-0.190939054247,-28.0680409743,-29.1385907678,-0.963260069711,0.333333333333
time_slice,M5_TIME_QUARTER_2024-Q4,T3,2024-Q4,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q4,positive,DATA_UNAVAILABLE,156,1.51391304583,0.218641518372,34.108076866,-9.5136483497,3.58517317566,0.448717948718
time_hypothesis,M5_TIME_REMOVE_OBSERVED_NEGATIVE_HOURS,T3,Remove observed negative hours,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour_set,10;11;12;13;17;22,hypothetical_in_sample_subset,9;14;15;16;18;19;20;21;23,623,1.64308416085,0.289867482387,180.587441527,-20.3703758714,8.86519928091,0.425361155698
time_hypothesis,M5_TIME_KEEP_OBSERVED_PROFITABLE_HOURS,T3,Keep observed profitable hour set,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour_set,10;11;12;13;17;22,hypothetical_in_sample_subset,9;14;15;16;18;19;20;21;23,623,1.64308416085,0.289867482387,180.587441527,-20.3703758714,8.86519928091,0.425361155698
session_filter,M5_SESSION_KEEP_B,portfolio,Keep only Session_B,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,1354,1.29082611948,0.148609428043,201.217165571,-34.8832431959,5.76830441025,0.350812407681
session_filter,M5_SESSION_REMOVE_C,portfolio,Remove Session_C,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,1429,1.27009051822,0.13967299333,199.592707468,-34.8832431959,5.72173597355,0.347095871239
session_filter,M5_SESSION_KEEP_B_A,portfolio,Keep Session_B + Session_A,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,1429,1.27009051822,0.13967299333,199.592707468,-34.8832431959,5.72173597355,0.347095871239
holding_time,M5_HOLD_000_015,portfolio,0-15 min,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,216,0.0104817163141,-0.959089356014,-207.163300899,-207.163300899,-1,0.0185185185185
holding_time,M5_HOLD_015_030,portfolio,15-30 min,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,304,0.0531509118684,-0.853777198007,-259.548268194,-259.548268194,-1,0.0526315789474
holding_time,M5_HOLD_030_060,portfolio,30-60 min,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,443,0.269452848126,-0.486704405921,-215.610051823,-216.955905521,-0.993796648704,0.20316027088
holding_time,M5_HOLD_060_120,portfolio,60-120 min,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,500,1.54560203596,0.190427864043,95.2139320214,-22.160333211,4.29659297606,0.422
holding_time,M5_HOLD_120_PLUS,portfolio,120+ min,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,498,9.86697486604,1.45642077044,725.297543677,-9.58276118652,75.6877406793,0.710843373494
instrument_session,M5_USDRUBF_Session_A,portfolio,USDRUBF / Session_A,USDRUBF,Session_A,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,38,0.536097990396,-0.309148633435,-11.7476480705,-21.8140758759,-0.538535216316,0.263157894737
instrument_session,M5_USDRUBF_Session_B,portfolio,USDRUBF / Session_B,USDRUBF,Session_B,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,738,1.55216925931,0.258209898061,190.558904769,-22.5275184022,8.45893903479,0.373983739837
instrument_session,M5_USDRUBF_Session_C,portfolio,USDRUBF / Session_C,USDRUBF,Session_C,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,284,0.985253522973,-0.00720998041761,-2.0476344386,-25.6700979536,-0.0797673013286,0.37676056338
instrument_session,M5_CNYRUBF_Session_A,portfolio,CNYRUBF / Session_A,CNYRUBF,Session_A,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,37,1.46480130978,0.273599728869,10.1231899682,-11.2985185009,0.895974987105,0.297297297297
instrument_session,M5_CNYRUBF_Session_B,portfolio,CNYRUBF / Session_B,CNYRUBF,Session_B,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,616,1.03073566593,0.0173023714305,10.6582608012,-32.3166322135,0.329807287182,0.323051948052
instrument_session,M5_CNYRUBF_Session_C,portfolio,CNYRUBF / Session_C,CNYRUBF,Session_C,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,248,0.622132901323,-0.23933555745,-59.3552182476,-66.4150667283,-0.893701100842,0.290322580645
time_slice,M5_TIME_HOUR_0,portfolio,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,0,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_1,portfolio,1,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,1,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_2,portfolio,2,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,2,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_3,portfolio,3,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,3,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_4,portfolio,4,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,4,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_5,portfolio,5,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,5,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_6,portfolio,6,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,6,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_7,portfolio,7,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,7,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_8,portfolio,8,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,8,flat,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE
time_slice,M5_TIME_HOUR_9,portfolio,9,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,9,negative,DATA_UNAVAILABLE,75,0.96551275914,-0.021659441365,-1.62445810237,-30.1953332972,-0.0537983166599,0.28
time_slice,M5_TIME_HOUR_10,portfolio,10,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,10,positive,DATA_UNAVAILABLE,251,1.6455023035,0.315103587439,79.0910004471,-13.5140581748,5.85249814854,0.390438247012
time_slice,M5_TIME_HOUR_11,portfolio,11,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,11,positive,DATA_UNAVAILABLE,215,2.15403698887,0.563256139659,121.100070027,-14.7372706721,8.21726578285,0.344186046512
time_slice,M5_TIME_HOUR_12,portfolio,12,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,12,positive,DATA_UNAVAILABLE,205,1.23881477498,0.11219081773,22.9991176346,-16.7925509754,1.36960237121,0.390243902439
time_slice,M5_TIME_HOUR_13,portfolio,13,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,13,positive,DATA_UNAVAILABLE,164,1.18214268209,0.0919111994811,15.0734367149,-12.6561513163,1.19099687876,0.396341463415
time_slice,M5_TIME_HOUR_14,portfolio,14,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,14,negative,DATA_UNAVAILABLE,161,0.752299889791,-0.141923612371,-22.8497015918,-33.1731459215,-0.688801166035,0.316770186335
time_slice,M5_TIME_HOUR_15,portfolio,15,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,15,positive,DATA_UNAVAILABLE,176,1.1201797201,0.0609855650443,10.7334594478,-33.1153809326,0.324123085573,0.335227272727
time_slice,M5_TIME_HOUR_16,portfolio,16,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,16,negative,DATA_UNAVAILABLE,182,0.759820750202,-0.136979214883,-24.9302171087,-37.8319083199,-0.658973290427,0.263736263736
time_slice,M5_TIME_HOUR_17,portfolio,17,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,17,positive,DATA_UNAVAILABLE,202,1.29549503098,0.136785861695,27.6307440624,-24.5567787405,1.12517787265,0.430693069307
time_slice,M5_TIME_HOUR_18,portfolio,18,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,18,negative,DATA_UNAVAILABLE,140,0.853830077615,-0.0695879753574,-9.74231655004,-16.9461947363,-0.574897002048,0.385714285714
time_slice,M5_TIME_HOUR_19,portfolio,19,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,19,negative,DATA_UNAVAILABLE,85,0.43480413956,-0.271481082475,-23.0758920104,-27.396361733,-0.842297683001,0.223529411765
time_slice,M5_TIME_HOUR_20,portfolio,20,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,20,negative,DATA_UNAVAILABLE,21,0.185024613404,-0.486600550064,-10.2186115513,-11.656041551,-0.876679403263,0.190476190476
time_slice,M5_TIME_HOUR_21,portfolio,21,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,21,negative,DATA_UNAVAILABLE,18,0.479950818717,-0.380127783658,-6.84230010585,-8.66071292303,-0.790038899414,0.111111111111
time_slice,M5_TIME_HOUR_22,portfolio,22,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,22,negative,DATA_UNAVAILABLE,29,0.784683735935,-0.175660513824,-5.09415490089,-9.90553407652,-0.514273623364,0.206896551724
time_slice,M5_TIME_HOUR_23,portfolio,23,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour,23,negative,DATA_UNAVAILABLE,37,0.252990201454,-0.920549233244,-34.06032163,-36.0558378877,-0.944654836093,0.189189189189
time_slice,M5_TIME_WEEKDAY_Monday,portfolio,Monday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Monday,positive,DATA_UNAVAILABLE,387,1.34294480577,0.171862130934,66.5106446716,-30.2003562183,2.20231325058,0.372093023256
time_slice,M5_TIME_WEEKDAY_Tuesday,portfolio,Tuesday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Tuesday,negative,DATA_UNAVAILABLE,346,0.95638195687,-0.0231710753843,-8.01719208298,-49.8258276467,-0.160904343423,0.35838150289
time_slice,M5_TIME_WEEKDAY_Wednesday,portfolio,Wednesday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Wednesday,negative,DATA_UNAVAILABLE,386,0.968554616216,-0.0168719759084,-6.51258270064,-41.0091173769,-0.15880816553,0.310880829016
time_slice,M5_TIME_WEEKDAY_Thursday,portfolio,Thursday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Thursday,positive,DATA_UNAVAILABLE,390,1.1744288685,0.0962399339818,37.5335742529,-37.0096557712,1.01415626465,0.348717948718
time_slice,M5_TIME_WEEKDAY_Friday,portfolio,Friday,DATA_UNAVAILABLE,DATA_UNAVAILABLE,weekday,Friday,positive,DATA_UNAVAILABLE,445,1.23382455471,0.120407156166,53.5811844937,-35.3568944094,1.51543808891,0.337078651685
time_slice,M5_TIME_MONTH_01-January,portfolio,01-January,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,01-January,negative,DATA_UNAVAILABLE,139,0.750028507399,-0.132066299357,-18.3572156106,-23.8334017142,-0.770230612934,0.294964028777
time_slice,M5_TIME_MONTH_02-February,portfolio,02-February,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,02-February,negative,DATA_UNAVAILABLE,148,0.856888496566,-0.0841777574133,-12.4583080972,-43.0289892041,-0.2895329016,0.304054054054
time_slice,M5_TIME_MONTH_03-March,portfolio,03-March,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,03-March,positive,DATA_UNAVAILABLE,162,1.04173536652,0.0227258897318,3.68159413655,-18.6172806421,0.197751444334,0.314814814815
time_slice,M5_TIME_MONTH_04-April,portfolio,04-April,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,04-April,positive,DATA_UNAVAILABLE,161,1.18996665817,0.117983472243,18.9953390311,-27.4460246355,0.692098009945,0.291925465839
time_slice,M5_TIME_MONTH_05-May,portfolio,05-May,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,05-May,positive,DATA_UNAVAILABLE,156,1.22530010566,0.125558431837,19.5871153665,-19.1271585019,1.02404731809,0.346153846154
time_slice,M5_TIME_MONTH_06-June,portfolio,06-June,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,06-June,positive,DATA_UNAVAILABLE,144,1.37498784045,0.18150179578,26.1362585924,-24.0551587681,1.08651365989,0.354166666667
time_slice,M5_TIME_MONTH_07-July,portfolio,07-July,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,07-July,negative,DATA_UNAVAILABLE,163,0.855367253402,-0.0756799767761,-12.3358362145,-33.0529044056,-0.373214894012,0.319018404908
time_slice,M5_TIME_MONTH_08-August,portfolio,08-August,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,08-August,negative,DATA_UNAVAILABLE,165,0.963374851681,-0.0199210786059,-3.28697796998,-29.3005853401,-0.112181307364,0.351515151515
time_slice,M5_TIME_MONTH_09-September,portfolio,09-September,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,09-September,negative,DATA_UNAVAILABLE,174,0.848149103767,-0.0846797368977,-14.7342742202,-22.1564230414,-0.665011414193,0.304597701149
time_slice,M5_TIME_MONTH_10-October,portfolio,10-October,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,10-October,positive,DATA_UNAVAILABLE,165,1.17497963281,0.0788702334973,13.0135885271,-11.0076865675,1.18222738695,0.4
time_slice,M5_TIME_MONTH_11-November,portfolio,11-November,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,11-November,positive,DATA_UNAVAILABLE,167,1.7900130953,0.377043230527,62.9662194979,-17.0327169485,3.69678071257,0.407185628743
time_slice,M5_TIME_MONTH_12-December,portfolio,12-December,DATA_UNAVAILABLE,DATA_UNAVAILABLE,month,12-December,positive,DATA_UNAVAILABLE,217,1.53151959937,0.253374892825,54.9823517429,-18.9864974028,2.89586597129,0.410138248848
time_slice,M5_TIME_QUARTER_2023-Q1,portfolio,2023-Q1,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q1,negative,DATA_UNAVAILABLE,190,0.881470551184,-0.0636432724911,-12.0922217733,-19.6506318783,-0.615360454983,0.331578947368
time_slice,M5_TIME_QUARTER_2023-Q2,portfolio,2023-Q2,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q2,positive,DATA_UNAVAILABLE,208,1.22007143615,0.127781427116,26.5785368401,-36.9674895528,0.718970564722,0.293269230769
time_slice,M5_TIME_QUARTER_2023-Q3,portfolio,2023-Q3,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q3,positive,DATA_UNAVAILABLE,238,1.00613164315,0.00318261459312,0.757462273162,-34.5190055318,0.0219433399512,0.361344537815
time_slice,M5_TIME_QUARTER_2023-Q4,portfolio,2023-Q4,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2023-Q4,positive,DATA_UNAVAILABLE,283,1.36788795896,0.182888750356,51.7575163508,-19.581166053,2.64322953039,0.388692579505
time_slice,M5_TIME_QUARTER_2024-Q1,portfolio,2024-Q1,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q1,negative,DATA_UNAVAILABLE,259,0.897455366107,-0.0580760918839,-15.0417077979,-46.8584781428,-0.321002909059,0.285714285714
time_slice,M5_TIME_QUARTER_2024-Q2,portfolio,2024-Q2,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q2,positive,DATA_UNAVAILABLE,253,1.28073654691,0.150751684387,38.1401761499,-23.8148188594,1.60153123041,0.359683794466
time_slice,M5_TIME_QUARTER_2024-Q3,portfolio,2024-Q3,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q3,negative,DATA_UNAVAILABLE,264,0.790523920926,-0.117858146507,-31.1145506778,-40.5929794275,-0.766500787,0.291666666667
time_slice,M5_TIME_QUARTER_2024-Q4,portfolio,2024-Q4,DATA_UNAVAILABLE,DATA_UNAVAILABLE,quarter,2024-Q4,positive,DATA_UNAVAILABLE,266,1.67794659847,0.297761817358,79.2046434171,-15.0818621102,5.25164882415,0.424812030075
time_hypothesis,M5_TIME_REMOVE_OBSERVED_NEGATIVE_HOURS,portfolio,Remove observed negative hours,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour_set,10;11;12;13;15;17,hypothetical_in_sample_subset,9;14;16;18;19;20;21;22;23,1213,1.4693840916,0.228052620225,276.627828333,-35.2318185924,7.85164772599,0.381698268755
time_hypothesis,M5_TIME_KEEP_OBSERVED_PROFITABLE_HOURS,portfolio,Keep observed profitable hour set,DATA_UNAVAILABLE,DATA_UNAVAILABLE,hour_set,10;11;12;13;15;17,hypothetical_in_sample_subset,9;14;16;18;19;20;21;22;23,1213,1.4693840916,0.228052620225,276.627828333,-35.2318185924,7.85164772599,0.381698268755
