year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,61,2.98579353289,0.660385213276,40.2834980099,-4.80732720716,8.3796039408,0.524590163934
2024,61,1.96867071953,0.393825370675,24.0233476112,-3.93355911597,6.10728017628,0.491803278689
