direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,84,2.29039120496,0.482187890485,40.5037828007,-6.41913530037,6.3098503,0.488095238095
SHORT,38,2.73777891373,0.626396390008,23.8030628203,-5.09118835015,4.67534516172,0.552631578947
