trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R
Si-000028,T3_MTF_Trend_v1.0,Si,SHORT,2023-10-31 10:00:00+03:00,92.19,92.79803635174441,0.608036351744417,2023-10-31 16:00:00+03:00,92.6466899042914,ATR_TRAILING_STOP,6,-827.516660348757,-0.7510898040572657,0.45668990429140877,0.46999999999999886,0.7510898040572657,0.7729801000410572,-0.45668990429140877,-0.7576683581001683,1811.9880745617004,7.247952298246802,-834.7646126470038,0.001,608.036351744417,0.006578554042902631
CNY-000021,T3_MTF_Trend_v1.0,CNY,SHORT,2023-11-16 12:00:00+03:00,12.24,12.306826794723449,0.06682679472344866,2023-11-16 20:00:00+03:00,12.306826794723449,ATR_TRAILING_STOP,8,-1088.4401032762635,-1.0,0.06682679472344866,0.002000000000000668,1.0,0.029928115036450997,-0.06682679472344866,-1.059856230072882,16287.48031056387,65.14992124225547,-1153.590024518519,0.001,66.82679472344866,0.05985623007288201
Si-000029,T3_MTF_Trend_v1.0,Si,SHORT,2023-11-16 12:00:00+03:00,88.94,89.48318595650657,0.5431859565065764,2023-11-16 20:00:00+03:00,89.48318595650657,ATR_TRAILING_STOP,8,-1093.4069721344167,-1.0,0.5431859565065764,0.09999999999999432,1.0,0.18409901581979432,-0.5431859565065764,-1.0073639606327922,2012.9514746045882,8.051805898418353,-1101.458778032835,0.001,543.1859565065764,0.007363960632792191
Si-000030,T3_MTF_Trend_v1.0,Si,SHORT,2023-11-20 11:00:00+03:00,88.73,89.38913301629867,0.6591330162986679,2023-11-22 12:00:00+03:00,88.39284111175392,ATR_TRAILING_STOP,31,553.6639857674589,0.5115187373549888,0.060000000000002274,0.980000000000004,0.09102866722855062,1.4868015647329431,0.33715888824607987,0.5054501595397523,1642.1456027680338,6.568582411072136,547.0954033563868,0.001,659.1330162986679,0.006068577815236478
Si-000031,T3_MTF_Trend_v1.0,Si,LONG,2023-12-06 13:00:00+03:00,93.36,92.85795868944996,0.502041310550041,2023-12-06 14:00:00+03:00,92.85795868944996,ATR_TRAILING_STOP,1,-1087.8633383876524,-1.0,0.502041310550041,0.0,1.0,0.0,-0.502041310550041,-1.007967471831387,2166.8801262505262,8.667520505002106,-1096.5308588926546,0.001,502.041310550041,0.007967471831386871
CNY-000022,T3_MTF_Trend_v1.0,CNY,SHORT,2023-12-12 12:00:00+03:00,12.581,12.65591595779839,0.07491595779839066,2023-12-14 13:00:00+03:00,12.55194159029446,ATR_TRAILING_STOP,31,417.7097171941526,0.38788010671558115,0.0129999999999999,0.11500000000000021,0.17352778209129652,1.5350534569614838,0.029058409705539745,0.33448694299518184,14374.830605906134,57.49932242362454,360.210394770528,0.001,74.91595779839066,0.05339316372039934
Si-000032,T3_MTF_Trend_v1.0,Si,SHORT,2023-12-12 12:00:00+03:00,90.4,90.9769151120911,0.5769151120911005,2023-12-14 14:00:00+03:00,90.05257985104508,ATR_TRAILING_STOP,32,648.5114812919969,0.6022032386977297,0.11999999999999034,1.0300000000000011,0.20800287162705,1.7853579814656584,0.34742014895492446,0.5952698096434942,1866.6490220638789,7.466596088255516,641.0448852037414,0.001,576.9151120911005,0.006933429054235558
Si-000033,T3_MTF_Trend_v1.0,Si,SHORT,2023-12-29 12:00:00+03:00,89.5,90.10643504718615,0.606435047186153,2023-12-29 13:00:00+03:00,90.10643504718615,ATR_TRAILING_STOP,1,-1083.3084786507632,-1.0,0.606435047186153,0.0,1.0,0.0,-0.606435047186153,-1.0065959248538816,1786.355329688305,7.14542131875322,-1090.4538999695164,0.001,606.435047186153,0.006595924853881587
CNY-000023,T3_MTF_Trend_v1.0,CNY,SHORT,2023-12-29 12:00:00+03:00,12.531,12.625771329187002,0.09477132918700093,2023-12-29 17:00:00+03:00,12.625771329187002,ATR_TRAILING_STOP,5,-1080.5063069787836,-1.0,0.09477132918700093,0.011000000000001009,1.0,0.11606885852889141,-0.09477132918700093,-1.0422068576468657,11401.193971298533,45.60477588519414,-1126.1110828639778,0.001,94.77132918700093,0.042206857646865735
Si-000034,T3_MTF_Trend_v1.0,Si,LONG,2024-01-03 21:00:00+03:00,92.19,91.68228354057086,0.5077164594291332,2024-01-04 11:00:00+03:00,91.68228354057086,ATR_TRAILING_STOP,5,-1072.403939651068,-1.0,0.5077164594291332,0.09000000000000341,1.0,0.1772642945261174,-0.5077164594291332,-1.0078784130900493,2112.2103089918705,8.448841235967482,-1080.8527808870354,0.001,507.71645942913324,0.007878413090049365
CNY-000024,T3_MTF_Trend_v1.0,CNY,SHORT,2024-01-11 10:00:00+03:00,12.382,12.449073048532984,0.06707304853298446,2024-01-16 18:00:00+03:00,12.187871747061976,ATR_TRAILING_STOP,53,3094.6961026965228,2.8942810440851994,0.0129999999999999,0.2789999999999999,0.19381853493071663,4.159643941974641,0.1941282529380235,2.8346445717988247,15941.502876886865,63.76601150754746,3030.9300911889754,0.001,67.07304853298446,0.05963647228637481
Si-000035,T3_MTF_Trend_v1.0,Si,SHORT,2024-01-11 10:00:00+03:00,88.95,89.46930685068614,0.5193068506861351,2024-01-16 18:00:00+03:00,88.13921403385218,ATR_TRAILING_STOP,53,1657.4529307890527,1.5612849417961006,0.12999999999999545,1.4300000000000068,0.25033368966389086,2.753670586302909,0.8107859661478187,1.553582366729519,2044.2545875132644,8.177018350053057,1649.2759124389997,0.001,519.3068506861351,0.0077025750665815265
CNY-000025,T3_MTF_Trend_v1.0,CNY,LONG,2024-02-06 19:00:00+03:00,12.663,12.602940573291331,0.06005942670866915,2024-02-08 16:00:00+03:00,12.621007538662127,ATR_TRAILING_STOP,27,-768.7885522240156,-0.6991818543584591,0.05799999999999983,0.036999999999999034,0.9657101837042334,0.6160564965009623,-0.041992461337873266,-0.7657825566828892,18307.775437079235,73.23110174831695,-842.0196539723325,0.001,60.05942670866915,0.06660070232443009
