trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R
Si-000001,T3_MTF_Trend_v1.0,Si,LONG,2023-02-20 23:00:00+03:00,74.79,74.3314168332497,0.45858316675030153,2023-02-21 13:00:00+03:00,74.3314168332497,ATR_TRAILING_STOP,5,-1000.0,-1.0,0.45858316675030153,0.18999999999999773,1.0,0.4143196126155514,-0.45858316675030153,-1.002180629540082,2180.6295400818753,2.1806295400818754,-1002.1806295400819,0.001,458.58316675030153,0.0021806295400818754
CNY-000001,T3_MTF_Trend_v1.0,CNY,LONG,2023-02-22 19:00:00+03:00,10.91,10.840843470834105,0.06915652916589465,2023-02-24 11:00:00+03:00,10.86065000302071,ATR_TRAILING_STOP,7,-713.5985217087381,-0.7135985217087382,0.049349996979289656,0.05000000000000071,0.7135985217087382,0.722997533321247,-0.049349996979289656,-0.7280584723751629,14459.950666424735,14.459950666424735,-728.0584723751629,0.001,69.15652916589465,0.014459950666424736
Si-000002,T3_MTF_Trend_v1.0,Si,LONG,2023-02-22 18:00:00+03:00,75.09,74.58622070383774,0.5037792961622642,2023-02-24 11:00:00+03:00,74.80982092887996,ATR_TRAILING_STOP,8,-550.5807262311855,-0.5561543978770446,0.28017907112004536,0.3999999999999915,0.5561543978770446,0.793998489114475,-0.28017907112004536,-0.5581393940998308,1965.102975144364,1.965102975144364,-552.5458292063299,0.001,503.77929616226425,0.00198499622278623
Si-000003,T3_MTF_Trend_v1.0,Si,LONG,2023-02-24 14:00:00+03:00,75.9,75.32331624930134,0.5766837506986633,2023-02-27 10:00:00+03:00,75.55201297429869,ATR_TRAILING_STOP,11,-594.0461802932602,-0.6034278324640183,0.3479870257013147,0.47999999999998977,0.6034278324640183,0.8323452835604622,-0.3479870257013147,-0.6051618851381027,1707.0928983517445,1.7070928983517444,-595.753273191612,0.001,576.6837506986633,0.001734052674084333
CNY-000002,T3_MTF_Trend_v1.0,CNY,LONG,2023-03-01 10:00:00+03:00,10.86,10.778872776066624,0.08112722393337535,2023-03-02 19:00:00+03:00,10.859108293541112,ATR_TRAILING_STOP,24,-10.911433567497252,-0.010991457807300847,0.009999999999999787,0.08999999999999986,0.12326318484917163,1.1093686636425666,-0.0008917064588871426,-0.023317776292218276,12236.57567885604,12.23657567885604,-23.14800924635329,0.001,81.12722393337535,0.012326318484917427
CNY-000003,T3_MTF_Trend_v1.0,CNY,LONG,2023-03-17 20:00:00+03:00,11.22,11.146921450293412,0.07307854970658845,2023-03-20 14:00:00+03:00,11.185641114369002,ATR_TRAILING_STOP,9,-466.63185835024177,-0.47016375898194956,0.05000000000000071,0.09999999999999964,0.6841952967149939,1.3683905934299634,-0.03435888563099887,-0.48384766491624925,13581.111545982232,13.581111545982232,-480.212969896224,0.001,73.07854970658845,0.013683905934299682
Si-000004,T3_MTF_Trend_v1.0,Si,LONG,2023-03-20 11:00:00+03:00,77.64,77.19720918215454,0.4427908178454629,2023-03-20 14:00:00+03:00,77.19720918215454,ATR_TRAILING_STOP,3,-978.4952026806199,-1.0,0.4427908178454629,0.060000000000002274,1.0,0.13550416490556652,-0.4427908178454629,-1.002258402748426,2209.8362550555903,2.2098362550555906,-980.7050389356755,0.001,442.7908178454629,0.002258402748426023
CNY-000004,T3_MTF_Trend_v1.0,CNY,LONG,2023-04-03 18:00:00+03:00,11.44,11.364705779251553,0.0752942207484466,2023-04-04 16:00:00+03:00,11.48262896179291,ATR_TRAILING_STOP,13,559.1932560943789,0.5661651235535263,0.009999999999999787,0.15000000000000036,0.13281231813805705,1.992184772070903,0.04262896179291076,0.5528838917397203,13117.68414184962,13.11768414184962,546.0755719525292,0.001,75.2942207484466,0.013281231813805989
Si-000005,T3_MTF_Trend_v1.0,Si,LONG,2023-04-03 18:00:00+03:00,78.73,78.27483481739513,0.4551651826048726,2023-04-04 16:00:00+03:00,79.07696531791044,ATR_TRAILING_STOP,13,738.415866504391,0.7622843995333245,0.0799999999999983,1.0699999999999932,0.1757603680100594,2.3507949221345794,0.3469653179104313,0.7600873949331987,2128.212326671256,2.1282123266712563,736.2876541777198,0.001,455.1651826048726,0.0021970046001257896
CNY-000005,T3_MTF_Trend_v1.0,CNY,LONG,2023-04-05 18:00:00+03:00,11.6,11.531288363783355,0.06871163621664422,2023-04-07 14:00:00+03:00,11.93836140317342,ATR_TRAILING_STOP,26,4890.619442483313,4.9243682992293305,0.02999999999999936,0.5,0.43660727137119715,7.276787856186774,0.3383614031734208,4.909814723516957,14453.833671970908,14.453833671970909,4876.165608811342,0.001,68.71163621664422,0.014553575712373548
