symbol,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
Si,279,1.66361238776,0.292978518751,81.7410067317,-19.5150905479,4.18860504547,0.4229390681,5,7
CNY,150,1.7452306205,0.333565248966,50.034787345,-10.2645083764,4.87454298932,0.426666666667,3,7
GD,277,1.09667461177,0.0448561459137,12.4251524181,-14.1835495904,0.876025591402,0.357400722022,5,10
BR,287,1.04809954903,0.0233580488103,6.70376000857,-23.6517235468,0.283436426749,0.369337979094,7,14
MIX,288,1.44560070417,0.186505701974,53.7136421686,-10.6459186135,5.04546804447,0.427083333333,6,9
NG,300,1.40254126552,0.176290122052,52.8870366157,-8.3062956056,6.36710263237,0.406666666667,4,11
