iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,1581,0.163034298028,0.0880374181209,0.0992472401126,0.162704641825,0.228428954996,0.239949164591,1,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
