analysis,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,omitted_period,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
leave_one_fold_out,,,,,,,,,,,,,,2022-12,1546,1.33579015688,0.15045964735,232.610614803,-22.5343558886,10.3224878471,0.399741267788,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-01,1553,1.36366424592,0.16315725162,253.383211766,-22.5343558886,11.2443068272,0.399871216999,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-02,1550,1.36818134186,0.16493034888,255.642040764,-22.5343558886,11.3445461689,0.4,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-03,1556,1.3522115948,0.158778546667,247.059418614,-22.5343558886,10.9636778542,0.397814910026,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-04,1553,1.33718214473,0.151841760238,235.810253649,-22.5343558886,10.4644772105,0.397295556986,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-05,1545,1.36759576464,0.164836199053,254.671927537,-22.5343558886,11.3014957603,0.399352750809,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-06,1551,1.36597194325,0.164792096128,255.592541094,-22.5343558886,11.3423495376,0.397807865893,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-07,1548,1.37338998524,0.167908924538,259.923015185,-22.5343558886,11.5345216198,0.399870801034,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-08,1537,1.36588656318,0.164496563001,252.831217333,-22.5343558886,11.2198111445,0.400780741705,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-09,1548,1.37599937346,0.167867502812,259.858894353,-22.5343558886,11.5316761498,0.403746770026,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-10,1544,1.32076741325,0.145958510688,225.359940502,-22.5343558886,10.0007269618,0.39378238342,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-11,1556,1.35946389088,0.161680391149,251.574688627,-22.5343558886,11.1640505666,0.399742930591,6,14
leave_one_fold_out,,,,,,,,,,,,,,2023-12,1552,1.35155672699,0.158024556103,245.254111071,-22.5343558886,10.8835642911,0.398195876289,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-01,1553,1.37201615525,0.167032461466,259.401412657,-22.5343558886,11.511374629,0.400515132003,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-02,1550,1.37895965171,0.169674169337,262.994962473,-22.5343558886,11.6708444551,0.4,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-03,1557,1.35140690341,0.157748843962,245.614950048,-22.5343558886,10.8995771285,0.399486191394,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-04,1534,1.37888150035,0.169791290703,260.459839938,-22.5343558886,11.5583441224,0.401564537158,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-05,1543,1.36548618642,0.164720441,254.163640463,-22.5343558886,11.2789396652,0.399222294232,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-06,1550,1.35696208928,0.160037838825,248.058650179,-22.5343558886,11.008020438,0.39935483871,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-07,1542,1.36550142763,0.164241132798,253.259826775,-22.5343558886,11.2388314104,0.398184176394,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-08,1543,1.37687122251,0.168876913808,260.577078005,-22.5343558886,11.5635467591,0.401814646792,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-09,1548,1.35698424761,0.160209609873,248.004476083,-22.5343558886,11.0056163712,0.402454780362,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-10,1544,1.37103281042,0.166420067513,256.95258424,-22.5343558886,11.4027037431,0.399611398964,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-11,1544,1.35131889983,0.157340853223,242.934277377,-22.5343558886,10.7806177633,0.398316062176,6,14
leave_one_fold_out,,,,,,,,,,,,,,2024-12,1556,1.36564028194,0.164152949348,255.421989185,-22.5343558886,11.3347810094,0.401028277635,6,14
