analysis,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,omitted_period,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
profit_concentration,0.0136006801054,0.0340554686347,0.0500265874569,0.0856031051975,244.344764414,1.3440802242,0.154648585072,224.551804444,1.31620826992,0.142301523729,209.097442007,1.29444582084,0.132676041883,,,,,,,,,,
leave_one_quarter_out,,,,,,,,,,,,,,2020Q1,1515,1.34237482159,0.153743299153,232.921098216,-22.5343558886,10.3362660716,0.399339933993,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2020Q2,1526,1.38681640282,0.17363250569,264.963203682,-22.5343558886,11.7581884742,0.401048492792,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2020Q3,1510,1.35074978437,0.158535174668,239.388113748,-22.5343558886,10.623250779,0.395364238411,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2020Q4,1531,1.34780382777,0.156859113224,240.151302346,-20.0375522082,11.9850618404,0.399738732854,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2021Q1,1521,1.38205511907,0.170514598292,259.352704002,-20.6870371744,12.5369670782,0.403024326101,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2021Q2,1500,1.39634975837,0.176835330469,265.252995704,-19.0279684273,13.9401637498,0.402666666667,6,12
leave_one_quarter_out,,,,,,,,,,,,,,2021Q3,1492,1.37872160221,0.169963017434,253.584822011,-20.9983390339,12.0764228829,0.403485254692,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2021Q4,1507,1.35804737931,0.161416335532,243.254417647,-22.5343558886,10.794824527,0.399469143995,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2022Q1,1512,1.34056092125,0.152835780342,231.087699877,-22.5343558886,10.2549059321,0.398148148148,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2022Q2,1547,1.37055156184,0.166361150193,257.360699349,-22.5343558886,11.4208145385,0.400129282482,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2022Q3,1499,1.3849867143,0.172509911145,258.592356806,-22.5343558886,11.4754714128,0.401601067378,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2022Q4,1518,1.32464726956,0.146228013015,221.974123757,-22.5343558886,9.85047564058,0.397233201581,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2023Q1,1497,1.35860136169,0.161038009732,241.073900569,-22.5343558886,10.6980604088,0.398129592518,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2023Q2,1487,1.34472959232,0.155389342102,231.063951705,-22.5343558886,10.2538520669,0.394754539341,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2023Q3,1471,1.39151440228,0.175120568522,257.602356295,-22.5343558886,11.4315384726,0.405166553365,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2023Q4,1490,1.30477610919,0.139045617198,207.177969625,-22.5343558886,9.19387137796,0.391946308725,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2024Q1,1498,1.37764270637,0.168892226036,253.000554602,-22.5343558886,11.2273257711,0.400534045394,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2024Q2,1465,1.37668958017,0.169058948809,247.671360005,-22.5343558886,10.9908337842,0.400682593857,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2024Q3,1471,1.37468069823,0.167797831603,246.830610288,-22.5343558886,10.9535240993,0.403127124405,6,14
leave_one_quarter_out,,,,,,,,,,,,,,2024Q4,1482,1.36281895756,0.162144453595,240.298080227,-22.5343558886,10.6636320743,0.399460188934,6,14
leave_one_year_out,,,,,,,,,,,,,,2020,1339,1.33709609812,0.153030292853,204.907562131,-20.0375522082,10.2261773295,0.395817774459,6,14
leave_one_year_out,,,,,,,,,,,,,,2021,1277,1.43931334095,0.194932485122,248.928783501,-19.0279684273,13.0822575438,0.41111981206,6,12
leave_one_year_out,,,,,,,,,,,,,,2022,1333,1.32853902579,0.147410895669,196.498723927,-22.5343558886,8.71996186171,0.39759939985,6,14
leave_one_year_out,,,,,,,,,,,,,,2023,1202,1.29899125213,0.136773729062,164.402022332,-22.5343558886,7.29561666393,0.388519134775,6,14
leave_one_year_out,,,,,,,,,,,,,,2024,1173,1.41551956578,0.183533204825,215.284449259,-22.5343558886,9.55361006649,0.405797101449,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-01,1570,1.36378017092,0.16321251006,256.243640794,-22.5343558886,11.3712431836,0.4,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-02,1555,1.35849145455,0.161155465781,250.596749289,-22.5343558886,11.1206528612,0.399356913183,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-03,1552,1.34581677599,0.155342447621,241.091478708,-22.5343558886,10.6988404683,0.399484536082,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-04,1557,1.38008320257,0.170074184816,264.805505758,-22.5343558886,11.7511903631,0.401412973667,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-05,1567,1.3655978535,0.164446836284,257.688192457,-22.5343558886,11.4353475968,0.398851308232,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-06,1564,1.36588575738,0.164629332508,257.480276043,-22.5343558886,11.4261209557,0.400255754476,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-07,1559,1.3641071944,0.163619901116,255.08342584,-22.5343558886,11.3197566907,0.39897370109,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-08,1554,1.36704183244,0.165070685153,256.519844728,-22.5343558886,11.3835001984,0.397683397683,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-09,1559,1.3452111236,0.155738046026,242.795613755,-22.5343558886,10.7744643315,0.398332264272,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-10,1568,1.35164762461,0.158225325803,248.097310859,-22.5343558886,11.0097360708,0.39987244898,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-11,1563,1.35148641131,0.158454227828,247.663958095,-22.5343558886,10.9905053119,0.399232245681,6,14
leave_one_fold_out,,,,,,,,,,,,,,2020-12,1562,1.37024993215,0.16606965683,259.400803968,-20.0375522082,12.945733155,0.400128040973,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-01,1562,1.37539411399,0.168535106017,263.251835599,-20.0375522082,13.1379238773,0.401408450704,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-02,1563,1.37013605062,0.165729766056,259.035624345,-21.0041168307,12.3326120509,0.400511836212,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-03,1558,1.36113686672,0.161794617864,252.076014632,-27.9637265437,9.0143927791,0.400513478819,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-04,1556,1.37099623938,0.16677130633,259.49615265,-20.5435885262,12.6314909549,0.398457583548,6,12
leave_one_fold_out,,,,,,,,,,,,,,2021-05,1556,1.38403660751,0.171211334251,266.404836094,-19.0279684273,14.0006978208,0.403598971722,6,12
leave_one_fold_out,,,,,,,,,,,,,,2021-06,1550,1.36527300031,0.164105017764,254.362777534,-25.6769636417,9.90626388246,0.4,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-07,1555,1.3748426873,0.167790223146,260.913796992,-20.9983390339,12.4254492972,0.402572347267,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-08,1553,1.35716138791,0.161206367436,250.353488629,-23.7165181531,10.5560810829,0.399871216999,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-09,1546,1.3714090271,0.166447805282,257.328306966,-22.5343558886,11.419377072,0.400388098318,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-10,1551,1.37032483506,0.166405125778,258.094350082,-22.5343558886,11.4533715256,0.401031592521,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-11,1550,1.35553763802,0.159790332679,247.675015653,-22.5343558886,10.9909960097,0.39935483871,6,14
leave_one_fold_out,,,,,,,,,,,,,,2021-12,1568,1.35758807824,0.161030499035,252.495822488,-22.5343558886,11.2049274333,0.398596938776,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-01,1547,1.37308238458,0.167136829145,258.560674687,-22.5343558886,11.4740654654,0.400129282482,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-02,1553,1.34005359305,0.15278345576,237.272706795,-22.5343558886,10.5293760322,0.398583386993,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-03,1574,1.35346273129,0.158999421201,250.26508897,-22.5343558886,11.1059348759,0.398983481576,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-04,1568,1.36438834458,0.163743114794,256.749203997,-22.5343558886,11.3936784023,0.398596938776,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-05,1568,1.35917661933,0.161654756008,253.474657421,-22.5343558886,11.2483648822,0.39987244898,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-06,1573,1.37210532558,0.166654550862,262.147608505,-22.5343558886,11.6332416955,0.401144310235,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-07,1562,1.37286163704,0.166580110616,260.198132782,-22.5343558886,11.5467304266,0.401408450704,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-08,1555,1.36242132357,0.163412702795,254.106752847,-22.5343558886,11.2764151815,0.398713826367,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-09,1544,1.37417194605,0.167939275746,259.298241752,-22.5343558886,11.5067962463,0.400906735751,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-10,1572,1.3499084213,0.157807197946,248.072915172,-22.5343558886,11.0086534711,0.398218829517,6,14
leave_one_fold_out,,,,,,,,,,,,,,2022-11,1562,1.36493225737,0.164085380511,256.301364358,-22.5343558886,11.3738047639,0.398847631242,6,14
