year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,13,2.99946068614,0.649970618278,8.44961803761,-3.25448092204,2.59630283293,0.615384615385
2024,34,1.44166609655,0.178995271834,6.08583924234,-3.0587600623,1.98964257359,0.382352941176
