direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,35,2.03651486542,0.396741988193,13.8859695867,-3.50710951714,3.95937723612,0.457142857143
SHORT,12,1.14093447427,0.0541239744342,0.649487693211,-1.76456137098,0.368073167582,0.416666666667
