year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,7,0,,,0,0,,
2023,8,5,,1.99096639666,9.95483198329,0,,1
2023,9,3,0.729031575424,-0.113296744905,-0.339890234715,-1.25435365854,-0.270968424576,0.333333333333
2023,10,3,0.221651806553,-0.518931814071,-1.55679544221,-2.0001272635,-0.778348193447,0.333333333333
2023,11,0,,,0,0,,
2023,12,2,1.40296939379,0.195735865625,0.39147173125,-0.971467653092,0.402969393787,0.5
2024,1,1,0,-0.401672261821,-0.401672261821,-0.401672261821,-1,0
2024,2,5,1.28259015387,0.14248967659,0.712448382949,-2.52113661146,0.282590153865,0.4
2024,3,3,0,-0.720899420314,-2.16269826094,-2.16269826094,-1,0
2024,4,4,2.09154948363,0.287647512662,1.15059005065,-1.00007137881,1.15050792876,0.5
2024,5,4,2.24479165732,0.307487255528,1.22994902211,-0.988076209281,1.24479165732,0.5
2024,6,2,2.37930727208,0.689677095079,1.37935419016,-1.00003401569,1.37930727208,0.5
2024,7,2,3.90844856379,1.1626192711,2.32523854219,-0.799477278414,2.90844856379,0.5
2024,8,1,,1.44922277108,1.44922277108,0,,1
2024,9,4,0.973578116369,-0.0132118666698,-0.052847466679,-2.00014001335,-0.0264218836313,0.5
2024,10,4,2.54223226098,0.468789029523,1.87515611809,-1.21587141284,1.54223226098,0.25
2024,11,3,0,-0.54536053886,-1.63608161658,-1.63608161658,-1,0
2024,12,1,,0.217179771131,0.217179771131,0,,1
