candidate_id,strategy,timeframe,robustness_classification,walk_forward_verdict,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak,positive_complete_fold_share,best_fold_contribution
T2_M30_candidate_v2,T2,M30,ROBUST_READY,WALK_FORWARD_BORDERLINE,210,1.13601833652,0.0670674887979,14.0841726476,-13.5709264558,1.03781953969,0.4,5,8,0.75,1.07319280386
T2_H1_candidate_v2,T2,H1,BORDERLINE,WALK_FORWARD_BORDERLINE,117,1.67624286881,0.286542923393,33.525522037,-6.50691086667,5.15229464856,0.376068376068,5,10,1,0.386164345433
T3_M30_candidate_v2,T3,M30,ROBUST_READY,WALK_FORWARD_BORDERLINE,324,1.18734689622,0.0910723949192,29.5074559538,-13.6481471103,2.16201186252,0.37962962963,5,9,1,0.518273703004
T3_H1_candidate_v2,T3,H1,ROBUST_READY,WALK_FORWARD_BORDERLINE,95,1.60681155027,0.306220669414,29.0909635943,-11.0387762622,2.63534316698,0.4,4,11,1,0.433242669779
