session,ema50_distance,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
10:00-17:00,near,36,0.333333333333,1.69894471395,0.307606403842,11.0738305383,-5.96428887728,1.85668916549,60.9722222222,7,0.427316538957,0.815322037177
10:00-17:00,normal,242,0.330578512397,1.68463414289,0.353625996177,85.5774910749,-14.7881169685,5.78690926352,83.9462809917,10,0.0694909028325,0.276838242515
10:00-17:00,extended,1071,0.357609710551,1.20010094754,0.102066895685,109.313645279,-42.8173597624,2.55302162219,77.7357609711,14,0.0251011534672,0.0776360660782
