scope,variant,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
COMBINED,BASELINE,1961,0.344212136665,1.1335270944,0.0704690743406,138.189854782,-46.8584781428,2.94908969004,109.752677206,17,0.0140280731619,0.057776204721
COMBINED,SESSION_CANDIDATE,1349,0.352112676056,1.29974518048,0.152679738245,205.964966892,-34.0692462804,6.04548058378,78.4025203855,15,0.0184262655717,0.075890657229
