fold_id,exit_reason,trades,average_R,expectancy,net_R,average_MFE,average_MAE
WF01,ATR_TRAILING_STOP,7,-0.200614493069,-0.200614493069,-1.40430145148,1.22862599313,0.517993413095
WF01,INITIAL_STOP,6,-1.01510803401,-1.01510803401,-6.09064820408,0.173226237951,1
WF02,ATR_TRAILING_STOP,10,2.52300996626,2.52300996626,25.2300996626,4.45942429898,0.292197178243
WF02,INITIAL_STOP,2,-1.02602730982,-1.02602730982,-2.05205461965,0.162427235033,1
WF03,ATR_TRAILING_STOP,11,0.618896014967,0.618896014967,6.80785616463,1.86522807278,0.505763136307
WF03,INITIAL_STOP,3,-1.00391304735,-1.00391304735,-3.01173914206,0.272495611279,1
ALL,ATR_TRAILING_STOP,28,1.09405908485,1.09405908485,30.6336543758,2.63257620508,0.432547149053
ALL,INITIAL_STOP,11,-1.01404017871,-1.01404017871,-11.1544419658,0.198336248328,1
