fold_id,group,trades,median_ADX14,mean_ADX14,median_normalized_EMA_slope,mean_normalized_EMA_slope,median_ATR_ratio,mean_ATR_ratio,median_breakout_distance_ATR,mean_breakout_distance_ATR
WF01,all,13,30.1844477188,29.2633602238,0.163647909624,0.120417732222,1.06485383945,1.06988089196,0.46727306932,0.452649412367
WF01,winners,2,32.3060106355,32.3060106355,-0.0216869994217,-0.0216869994217,1.02919996472,1.02919996472,0.289527841464,0.289527841464
WF01,losers,11,29.878134824,28.710151058,0.165463933519,0.146254956157,1.06669969287,1.07727742419,0.486215131415,0.482307879804
WF02,all,12,30.0074386939,31.9775568219,-0.249463520811,-0.24608398839,1.03251114625,1.09623578605,0.180924574186,0.344536813059
WF02,winners,5,37.0379402845,38.8873223961,-0.251290406827,-0.279500343573,1.11360658982,1.16503548013,0.209599318447,0.228260990466
WF02,losers,7,26.4398542982,27.0420099833,-0.19226830609,-0.22221516326,1.02584555934,1.04709314742,0.152249829925,0.427590972054
WF03,all,14,27.2164452612,30.3241266038,0.122246760679,0.243404483315,1.05375124246,1.08508335957,0.252651520123,0.517971915653
WF03,winners,9,28.4250511622,31.0678872562,0.23283178777,0.360806921348,1.06309959183,1.07909986423,0.236764516936,0.59767672642
WF03,losers,5,25.6781373062,28.9853574295,-0.0112226867599,0.032080094856,1.0305021693,1.09585365116,0.26853852331,0.374503256274
