top_1_share_positive_R,top_3_share_positive_R,top_5_share_positive_R,top_10_share_positive_R,net_R_without_best_trade,PF_without_best_trade,expectancy_without_best_trade,net_R_without_top_3,PF_without_top_3,expectancy_without_top_3,net_R_without_top_5,PF_without_top_5,expectancy_without_top_5
0.374360784702,0.691891469075,0.777103594796,0.940872516689,5.51474448531,1.3094181125,0.145124854877,-6.32983763499,0.64484910975,-0.175828823194,-9.50843444601,0.466506227629,-0.279659836647
