fold_id,trades,wins,losses,PF,expectancy_R,net_R,max_DD_R,winrate,median_R,average_win_R,average_loss_R,gross_R,cost_R,PF_C1,expectancy_C1,best_trade_R,worst_trade_R,max_losing_streak,LONG_trades,SHORT_trades,Si_trades,CNY_trades,median_holding_bars,mean_holding_bars,initial_stop_exits,trailing_exits,gap_exits
WF01,13,2,11,0.194497759584,-0.576534588889,-7.49494965556,-7.58061183974,0.153846153846,-0.987472735206,0.904870801754,-0.845881023552,-7.22126952358,0.273680131994,0.194497759584,-0.576534588889,1.50740934433,-1.04112615255,5,9,4,7,6,8,10.0769230769,6,7,0
WF02,12,5,7,6.14522285113,1.93150375358,23.178045043,-2.49649388595,0.416666666667,-0.231471293675,5.53656298916,-0.643538557543,23.4893190796,0.311274036537,6.14522285113,1.93150375358,13.9644679247,-1.04752562596,4,0,12,5,7,12,16.9166666667,2,10,0
WF03,14,9,5,1.9458389723,0.271151215898,3.79611702257,-2.18306901637,0.642857142857,0.441493117504,0.867734321033,-0.802698373345,3.93698435046,0.140867327901,1.9458389723,0.271151215898,1.59505538075,-1.00413916286,2,11,3,9,5,15,20.2857142857,3,11,0
