subset,trades,PF,expectancy,net_R,max_DD
ALL,39,2.09292844899,0.499466984872,19.47921241,-9.50322567241
SI_ONLY,21,1.64394809475,0.310248251002,6.51521327105,-5.08557933827
CNY_ONLY,18,2.6824679692,0.720222174387,12.963999139,-4.59506892187
