dimension,category,trades,win_rate,PF,expectancy_R,net_R,average_R,median_R,max_drawdown_contribution_R,average_holding_time
candle_quality,strong_body,1350,0.348888888889,1.13925943064,0.0722517868219,97.5399122095,0.0722517868219,-0.52904485659,-48.5594427797,115.059259259
candle_quality,weak_body,45,0.266666666667,1.09319910094,0.0674481147158,3.03516516221,0.0674481147158,-0.619697160888,-11.4556494429,130.777777778
candle_quality,long_wick,281,0.284697508897,1.02823665961,0.0166117865878,4.66791203118,0.0166117865878,-0.656769781439,-21.4916760645,100.854092527
candle_quality,neutral,285,0.39298245614,1.24115541263,0.115603036418,32.9468653791,0.115603036418,-0.404067683971,-22.0425826461,90.0701754386
