configuration_id,trades,trade_count,PF_C0,expectancy_C0,net_R_C0,max_DD_C0,recovery_factor_C0,win_rate_C0,PF_C05,expectancy_C05,net_R_C05,max_DD_C05,recovery_factor_C05,win_rate_C05,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,PF_C2,expectancy_C2,net_R_C2,max_DD_C2,recovery_factor_C2,win_rate_C2,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,Y2023_trades,Y2023_expectancy_C1,Y2024_trades,Y2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
R3-0000-385bd844ded5,3263,3263,0.682829742942,-0.139207410423,-454.23378021,-461.948498993,-0.983299612836,0.5350904076,0.622413079914,-0.173074093972,-564.740768631,-571.371606133,-0.988394877465,0.534783941158,0.566952409201,-0.206940777521,-675.247757051,-680.794713273,-0.991852233701,0.533558075391,0.468728378184,-0.274674144619,-896.261733893,-899.961962215,-0.995888461426,0.531412810297,2373,-0.216933355793,890,-0.180297644668,1606,-0.206136698402,1657,-0.207720108279,1629,-0.187355077794,1634,-0.226466545486,0.00603212143082,0.0171530718775,0.0268562528767,0.0495610932112,-680.58042085,0.563532483423,-0.208639000874,-690.411835973,0.557227433775,-0.211782771771,-698.989879808,0.55172619193,-0.214545696688
R3-0001-458ef53eb848,3232,3232,0.661164251256,-0.152707106393,-493.549367861,-500.997071259,-0.985134237652,0.529084158416,0.599667398193,-0.18868493967,-609.829725013,-616.151847476,-0.989739343492,0.528465346535,0.543375492519,-0.224662772947,-726.110082164,-731.306623693,-0.992894168656,0.526608910891,0.444134758844,-0.296618439501,-958.670796468,-961.93721079,-0.996604337284,0.522277227723,2178,-0.231413602114,1054,-0.210712767325,1610,-0.234589427153,1622,-0.214809558846,1626,-0.197203816647,1606,-0.25246368387,0.00617164457486,0.0175498229287,0.0274774387864,0.0507074427379,-731.442745964,0.540021972109,-0.226382774981,-741.274161087,0.533839348842,-0.229567717896,-749.852204921,0.528444925686,-0.232368207289
R3-0002-4b5f785860fc,2401,2401,0.4028725623,-0.234561778829,-563.182830969,-563.360647096,-0.999684365374,0.588921282799,0.325841230772,-0.279838927741,-671.893265507,-672.013440592,-0.999821171604,0.579341940858,0.257705193502,-0.325116076653,-780.603700044,-780.666234088,-0.999919896569,0.566430653894,0.154949252066,-0.415670374477,-998.02456912,-998.038054529,-0.999986488081,0.448146605581,1347,-0.32137769541,1054,-0.32989368532,1158,-0.311372348126,1243,-0.337919968555,1163,-0.293841392445,1238,-0.354496090978,0.011857796533,0.0279724114067,0.0423365195276,0.0734611146042,-783.81722257,0.254649377752,-0.326590509404,-788.184364284,0.250496557808,-0.328684055164,-792.077109861,0.246794852545,-0.330583100944
R3-0003-90afb5cbd41d,3708,3708,0.668400385931,-0.143906879775,-533.606710205,-541.400063382,-0.985605186065,0.538565264293,0.607170311438,-0.178122376999,-660.477773913,-667.252904436,-0.989846232997,0.538025889968,0.551018883662,-0.212337874223,-787.34883762,-793.173152167,-0.992656944412,0.53640776699,0.451774479937,-0.280768868672,-1041.09096504,-1045.01364763,-0.996246285776,0.532362459547,2493,-0.212068623473,1215,-0.212890336874,1856,-0.213535899751,1852,-0.211137261167,1853,-0.186261936509,1855,-0.238385697719,0.00551872312986,0.0156931612874,0.0245704974,0.045342912039,-792.68150142,0.547977963003,-0.213833693396,-802.512916543,0.542371655448,-0.21660267653,-811.090960377,0.537480075613,-0.219036176175
R3-0004-0c3b6b16a431,4679,4679,0.727204346023,-0.12732093134,-595.73463774,-598.833628162,-0.994824955921,0.496901047232,0.67775094262,-0.156185652768,-730.792669303,-732.814741761,-0.997240677154,0.495191280188,0.631902063063,-0.185050374197,-865.850700865,-867.264264813,-0.998370088559,0.494763838427,0.549504569277,-0.242779817053,-1135.96676399,-1137.19922661,-0.998916229814,0.493908954905,3451,-0.194078387155,1228,-0.159679305207,2358,-0.183564265901,2321,-0.186560173145,2370,-0.162240429939,2309,-0.20846291984,0.00547381909485,0.0152244662395,0.0243103969938,0.0448852555092,-873.986867655,0.628443145484,-0.186829172222,-888.48001953,0.622281691437,-0.190008558497,-901.985151281,0.616540273049,-0.192979279264
R3-0005-ee1970ccd0af,3388,3388,0.671608289398,-0.139792560922,-473.617196402,-478.445210686,-0.989908950543,0.543683589138,0.611713515349,-0.172371471984,-583.994547083,-587.991556064,-0.99320226806,0.543388429752,0.556580920061,-0.204950383047,-694.371897763,-697.605308118,-0.995364986021,0.541617473436,0.458675961115,-0.270108205172,-915.126599124,-917.090484358,-0.997858569829,0.538370720189,2289,-0.203855186438,1099,-0.207231461335,1700,-0.200532170268,1688,-0.209400004922,1701,-0.171806344298,1687,-0.238369476059,0.0061184037202,0.0165412124084,0.0262136795175,0.0475302993759,-699.704561562,0.553175533289,-0.206585344423,-708.788848432,0.54737439684,-0.209391092594,-717.219154368,0.541990886197,-0.21200684433
R3-0006-0b82ce8efd47,3405,3405,0.650701492442,-0.150962471001,-514.027213757,-520.826557173,-0.986945090795,0.540675477239,0.589067457632,-0.185656640619,-632.160861309,-637.941601842,-0.99093844873,0.540088105727,0.532606000679,-0.220350810238,-750.29450886,-755.124053186,-0.993604303418,0.538325991189,0.432973114756,-0.289739149475,-986.561803963,-989.488955876,-0.997041753831,0.533920704846,2224,-0.219449369598,1181,-0.222048358065,1706,-0.224109410353,1699,-0.216576724425,1725,-0.184490898029,1680,-0.257171255809,0.00596540096089,0.0159756910713,0.025577012018,0.0470755515018,-755.39479252,0.529428792331,-0.221913863842,-763.953365432,0.524097251749,-0.224560072143,-772.162278907,0.518983530599,-0.22710655262
R3-0007-092857b4e712,3787,3787,0.670219527439,-0.142176468288,-538.422285408,-546.215638584,-0.985732094385,0.537628729865,0.608878841398,-0.176201572089,-667.2753535,-674.050484024,-0.98994863043,0.537100607341,0.552637362764,-0.210226675889,-796.128421592,-801.952736139,-0.992737334403,0.535516239768,0.453257738853,-0.27827688349,-1053.83455778,-1057.75724037,-0.99629150958,0.531555320834,2538,-0.208978185522,1249,-0.212763640303,1896,-0.212540665369,1891,-0.207906567982,1892,-0.181875763469,1895,-0.238532705599,0.0054222625464,0.0154188638713,0.0241410349212,0.0445503729591,-801.461085392,0.54964081789,-0.211690725143,-811.292500515,0.544116322498,-0.214400766521,-819.870544349,0.539296124891,-0.216782269791
R3-0008-a065b2eacf8a,3707,3707,0.671457125794,-0.142526251207,-528.344813224,-536.138166401,-0.985463908997,0.538980307526,0.610064583474,-0.176734630715,-655.155276062,-661.930406586,-0.989764587853,0.538440787699,0.553765688265,-0.210943010224,-781.9657389,-787.790053447,-0.992606768108,0.536822228217,0.454191408577,-0.279359769241,-1035.58666458,-1039.50934717,-0.996226409504,0.532236309684,2493,-0.212068623473,1214,-0.208631516129,1855,-0.212830455681,1852,-0.20905250735,1853,-0.183575316336,1854,-0.238295942681,0.0054953251845,0.0156266263803,0.0246441520279,0.0457970407436,-787.298402699,0.550722565732,-0.212438856638,-797.129817822,0.545112198752,-0.215207834185,-805.880425104,0.540118602455,-0.21768785119
R3-0009-bbc3113db51d,3711,3711,0.658895050328,-0.146748031753,-544.581945836,-551.117535129,-0.988141206048,0.538938291566,0.597323833962,-0.181057621925,-671.904834962,-677.422201601,-0.99185535014,0.538399353274,0.54093966827,-0.215367212096,-799.227724087,-803.79427475,-0.994318756918,0.535974130962,0.44169994009,-0.283986392438,-1053.87350234,-1056.53842105,-0.997477688785,0.529237402317,2493,-0.213136689535,1218,-0.219932641278,1857,-0.214546078381,1854,-0.216189674506,1855,-0.189262818627,1856,-0.241457540697,0.00566232247801,0.0161063729606,0.0257522392058,0.047110216755,-804.560387886,0.537876693427,-0.216862638244,-814.396388952,0.532227092223,-0.219632251605,-823.480675821,0.527009260536,-0.222202017221
