trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,instrument,timeframe,fold_id,net_R
T3-M15-WF03-test-CNY-000001,T3,CNY,SHORT,2024-08-01 11:15:00+03:00,11.777,11.8107523393,0.0337523393191,2024-08-01 21:45:00+03:00,11.7607492876,ATR_TRAILING_STOP,42,481.469216218,0.481469216218,0.02,0.047,0.592551520975,1.39249607429,0.0162507123575,0.481469216218,29627.5760487,0,481.469216218,0.001,33.7523393191,0,T3_MTF_Trend_v1.0,0.0337523393191,CNYRUBF,M15,WF03,0.42221406412
T3-M15-WF03-test-Si-000001,T3,Si,SHORT,2024-08-01 15:45:00+03:00,85.5,85.7658884554,0.265888455365,2024-08-01 16:30:00+03:00,85.7658884554,ATR_TRAILING_STOP,3,-1000,-1,0.265888455365,0.08,1,0.300878050122,-0.265888455365,-1,3760.97562652,0,-1000,0.001,265.888455365,0,T3_MTF_Trend_v1.0,0.265888455365,USDRUBF,M15,WF03,-1.00752195125
T3-M15-WF03-test-Si-000002,T3,Si,SHORT,2024-08-02 18:45:00+03:00,85.51,85.7513925529,0.241392552854,2024-08-02 23:45:00+03:00,85.6959148518,ATR_TRAILING_STOP,20,-762.474654301,-0.770176418486,0.19,0.03,0.787099675418,0.124278896119,-0.185914851807,-0.770176418486,4101.20357192,0,-762.474654301,0.001,241.392552854,0,T3_MTF_Trend_v1.0,0.241392552854,USDRUBF,M15,WF03,-0.778461678227
T3-M15-WF03-test-Si-000003,T3,Si,SHORT,2024-08-05 13:00:00+03:00,85.07,85.3801938964,0.310193896435,2024-08-05 15:45:00+03:00,85.2364525278,ATR_TRAILING_STOP,11,-527.150424436,-0.536608004509,0.166452527777,0.34,0.536608004509,1.0960886204,-0.166452527777,-0.536608004509,3166.97157729,0,-527.150424436,0.001,310.193896435,0,T3_MTF_Trend_v1.0,0.310193896435,USDRUBF,M15,WF03,-0.543055584629
T3-M15-WF03-test-Si-000004,T3,Si,LONG,2024-08-08 15:45:00+03:00,86.69,86.4109307351,0.279069264892,2024-08-08 23:15:00+03:00,86.6770828107,ATR_TRAILING_STOP,30,-45.2268870014,-0.0462866783981,0.15,0.19,0.537500967934,0.680834559383,-0.0129171893148,-0.0462866783981,3501.29473983,0,-45.2268870014,0.001,279.069264892,0,T3_MTF_Trend_v1.0,0.279069264892,USDRUBF,M15,WF03,-0.0534533579706
T3-M15-WF03-test-Si-000005,T3,Si,LONG,2024-08-09 14:30:00+03:00,87.39,87.0695023216,0.320497678364,2024-08-09 17:45:00+03:00,87.1740722222,ATR_TRAILING_STOP,13,-657.995979618,-0.673726495953,0.3,0.28,0.93604422201,0.873641273876,-0.215927777805,-0.673726495953,3047.29658364,0,-657.995979618,0.001,320.497678364,0,T3_MTF_Trend_v1.0,0.320497678364,USDRUBF,M15,WF03,-0.679966790766
T3-M15-WF03-test-Si-000006,T3,Si,LONG,2024-08-12 12:00:00+03:00,87.59,87.3564472299,0.23355277006,2024-08-12 21:45:00+03:00,89.0548122173,ATR_TRAILING_STOP,39,6084.16082834,6.2718683102,0.05,1.91,0.214084380104,8.17802331999,1.4648122173,6.2718683102,4153.54320266,0,6084.16082834,0.001,233.55277006,0,T3_MTF_Trend_v1.0,0.23355277006,USDRUBF,M15,WF03,6.263304935
T3-M15-WF03-test-Si-000007,T3,Si,LONG,2024-08-13 10:30:00+03:00,89.88,89.347664463,0.532335537041,2024-08-13 12:45:00+03:00,89.347664463,ATR_TRAILING_STOP,9,-1030.91312883,-1,0.532335537041,0.21,1,0.39448803506,-0.532335537041,-1,1936.58521195,0,-1030.91312883,0.001,532.335537041,0,T3_MTF_Trend_v1.0,0.532335537041,USDRUBF,M15,WF03,-1.00375702891
T3-M15-WF03-test-CNY-000002,T3,CNY,LONG,2024-08-13 11:45:00+03:00,12.043,11.9983911699,0.0446088300835,2024-08-13 14:15:00+03:00,12.0372077189,ATR_TRAILING_STOP,10,-130.471236011,-0.129846067169,0.026,0.081,0.582844247458,1.8157840017,-0.00579228114735,-0.129846067169,22525.0178111,0,-130.471236011,0.001,44.6088300835,0,T3_MTF_Trend_v1.0,0.0446088300835,CNYRUBF,M15,WF03,-0.174680240051
T3-M15-WF03-test-CNY-000003,T3,CNY,LONG,2024-08-13 19:45:00+03:00,12.119,12.0774683163,0.0415316837057,2024-08-14 10:30:00+03:00,12.086312917,ATR_TRAILING_STOP,19,-789.802170944,-0.787039677573,0.0326870829528,0.018,0.787039677573,0.433404051893,-0.0326870829528,-0.787039677573,24162.5161867,0,-789.802170944,0.001,41.5316837057,0,T3_MTF_Trend_v1.0,0.0415316837057,CNYRUBF,M15,WF03,-0.835195683339
