trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,instrument,timeframe,fold_id,net_R
T3-M15-WF02-test-Si-000001,T3,Si,SHORT,2024-05-02 12:00:00+03:00,92.11,92.3125558188,0.20255581876,2024-05-02 16:15:00+03:00,92.2377676088,ATR_TRAILING_STOP,17,-630.777281777,-0.630777281777,0.127767608766,0.23,0.630777281777,1.13548947351,-0.127767608766,-0.630777281777,4936.91075438,0,-630.777281777,0.001,202.55581876,0,T3_MTF_Trend_v1.0,0.20255581876,USDRUBF,M15,WF02,-0.640651103285
T3-M15-WF02-test-CNY-000001,T3,CNY,SHORT,2024-05-02 14:30:00+03:00,12.635,12.6604737951,0.0254737950753,2024-05-02 15:00:00+03:00,12.6604737951,ATR_TRAILING_STOP,2,-1000,-1,0.0254737950753,0,1,0,-0.0254737950753,-1,39256.0274997,0,-1000,0.001,25.4737950753,0,T3_MTF_Trend_v1.0,0.0254737950753,CNYRUBF,M15,WF02,-1.078512055
T3-M15-WF02-test-Si-000002,T3,Si,SHORT,2024-05-03 10:45:00+03:00,91.86,92.0307075739,0.170707573933,2024-05-03 21:30:00+03:00,91.8045315436,ATR_TRAILING_STOP,43,322.883002234,0.324932603277,0.13,0.27,0.76153621661,1.58165214219,0.0554684563973,0.324932603277,5821.02014741,0,322.883002234,0.001,170.707573933,0,T3_MTF_Trend_v1.0,0.170707573933,USDRUBF,M15,WF02,0.313216661483
T3-M15-WF02-test-Si-000003,T3,Si,SHORT,2024-05-07 10:45:00+03:00,91.13,91.2833887702,0.153388770158,2024-05-07 11:15:00+03:00,91.2833887702,ATR_TRAILING_STOP,2,-996.921057205,-1,0.153388770158,0.04,1,0.260775283346,-0.153388770158,-1,6499.30927916,0,-996.921057205,0.001,153.388770158,0,T3_MTF_Trend_v1.0,0.153388770158,USDRUBF,M15,WF02,-1.01303876417
T3-M15-WF02-test-CNY-000002,T3,CNY,SHORT,2024-05-07 14:45:00+03:00,12.584,12.6075279415,0.0235279415034,2024-05-07 16:15:00+03:00,12.6075279415,ATR_TRAILING_STOP,6,-990,-1,0.0235279415034,0.002,1,0.0850053116508,-0.0235279415034,-1,42077.6292672,0,-990,0.001,23.5279415034,0,T3_MTF_Trend_v1.0,0.0235279415034,CNYRUBF,M15,WF02,-1.08500531165
T3-M15-WF02-test-CNY-000003,T3,CNY,SHORT,2024-05-13 13:00:00+03:00,12.608,12.6281080454,0.0201080453691,2024-05-13 14:45:00+03:00,12.6281080454,ATR_TRAILING_STOP,7,-980.1,-1,0.0201080453691,0.016,1,0.795701407386,-0.0201080453691,-1,48741.6843362,0,-980.1,0.001,20.1080453691,0,T3_MTF_Trend_v1.0,0.0201080453691,CNYRUBF,M15,WF02,-1.09946267592
T3-M15-WF02-test-Si-000004,T3,Si,SHORT,2024-05-13 13:00:00+03:00,91.5,91.6606130859,0.16061308594,2024-05-13 14:30:00+03:00,91.6606130859,ATR_TRAILING_STOP,6,-986.951846633,-1,0.16061308594,0.12,1,0.747137129565,-0.16061308594,-1,6144.90308093,0,-986.951846633,0.001,160.61308594,0,T3_MTF_Trend_v1.0,0.16061308594,USDRUBF,M15,WF02,-1.01245228549
T3-M15-WF02-test-CNY-000004,T3,CNY,SHORT,2024-05-13 17:45:00+03:00,12.589,12.616202401,0.0272024010363,2024-05-13 21:15:00+03:00,12.588,ATR_TRAILING_STOP,14,35.6696086755,0.0367614608235,0.021,0.038,0.771990677292,1.39693551129,0.001,0.0367614608235,35669.6086755,0,35.6696086755,0.001,27.2024010363,0,T3_MTF_Trend_v1.0,0.0272024010363,CNYRUBF,M15,WF02,-0.0367614608234
T3-M15-WF02-test-Si-000005,T3,Si,SHORT,2024-05-13 18:30:00+03:00,91.41,91.5944160743,0.184416074286,2024-05-14 10:00:00+03:00,91.4470212175,ATR_TRAILING_STOP,26,-196.147637787,-0.200748321951,0.07,0.14,0.379576456505,0.75915291301,-0.0370212174537,-0.200748321951,5298.24925484,0,-196.147637787,0.001,184.416074286,0,T3_MTF_Trend_v1.0,0.184416074286,USDRUBF,M15,WF02,-0.211593363566
T3-M15-WF02-test-CNY-000005,T3,CNY,SHORT,2024-05-20 11:15:00+03:00,12.508,12.5285672087,0.0205672087038,2024-05-20 11:45:00+03:00,12.5285672087,ATR_TRAILING_STOP,2,-970.655696087,-1,0.0205672087038,0.002,1,0.0972421697471,-0.0205672087038,-1,47194.3329824,0,-970.655696087,0.001,20.5672087038,0,T3_MTF_Trend_v1.0,0.0205672087038,CNYRUBF,M15,WF02,-1.09724216975
