direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,54,2.00236043861,0.426441661904,23.0278497428,-8.84687351796,2.60293647197,0.444444444444
SHORT,32,0.395643124302,-0.280605459413,-8.97937470122,-8.97937470122,-1,0.25
