year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,7,2,0,-0.998127114207,-1.99625422841,-1.99625422841,-1,0
2023,8,4,3.59338165621,0.648373094948,2.59349237979,-1.00004269467,2.59338165621,0.75
2023,9,6,0.110607211286,-0.326421637196,-1.95852982318,-1.95852982318,-1,0.166666666667
2023,10,3,0,-0.507967746912,-1.52390324074,-1.52390324074,-1,0
2023,11,3,3.19186550328,0.306197175838,0.918591527514,-0.419091192475,2.19186550328,0.666666666667
2023,12,6,1.55890367127,0.330646832324,1.98388099394,-3.00027415962,0.661233236829,0.333333333333
2024,1,8,0.342541133675,-0.334279639803,-2.67423711842,-2.78727178035,-0.959446128387,0.25
2024,2,6,0.127673507653,-0.498010348502,-2.98806209101,-2.98806209101,-1,0.166666666667
2024,3,9,2.11367917207,0.502360512982,4.52124461683,-2.00022631379,2.26036653236,0.444444444444
2024,4,4,5.67972454514,0.728775137318,2.91510054927,-0.603602931887,4.82950031432,0.5
2024,5,3,0.0673222941594,-0.621870313668,-1.865610941,-2.00027397387,-0.932677705841,0.333333333333
2024,6,5,0.732106689314,-0.173262667212,-0.866313336059,-2.23375179578,-0.387828825788,0.2
2024,7,5,2.42975805688,0.598623765929,2.99311882965,-2.09344428258,1.42975805688,0.4
2024,8,3,0,-0.640491904518,-1.92147571355,-1.92147571355,-1,0
2024,9,4,,0.550804524446,2.20321809778,0,,1
2024,10,8,4.84859580872,0.766743579406,6.13394863525,-1.00008927042,6.13340110394,0.625
2024,11,3,3.34984012595,2.24549060339,6.73647181017,-2.8667787803,2.34984012595,0.333333333333
2024,12,4,0.0788668622657,-0.289051476558,-1.15620590623,-1.25519955679,-0.921133137734,0.25
