diagnostic_run_id,strategy,data_generation,parameter_generation,universe,trade_id,symbol,direction,entry_time,exit_time,entry_price,exit_price,gross_R,cost_R,net_R_C1,MAE_R,MFE_R,exit_reason
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-MIX-000001,MIX,LONG,2025-02-17 22:00:00+03:00,2025-02-18 12:00:00+03:00,409937.99939,405459.521152,-0.788908437624,3.52310782074e-07,-0.788908789935,0.788908085313,0.659526094451,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-NG-000001,NG,LONG,2025-02-18 19:00:00+03:00,2025-02-20 12:00:00+03:00,3.73473838967,4.21157242057,7.48152034625,0.0315121489171,7.45000819734,0,10.240731057,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-MIX-000002,MIX,LONG,2025-02-20 16:00:00+03:00,2025-02-21 14:00:00+03:00,408549.095511,404084.83138,-0.843171260144,3.7774238154e-07,-0.843171637886,0.889620282943,0.302242788436,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-Si-000001,Si,SHORT,2025-02-19 13:00:00+03:00,2025-02-21 14:00:00+03:00,112348.639905,109977.062508,2.39580071803,2.02042972919e-06,2.3957986976,0.716608555717,4.04970024013,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-NG-000002,NG,LONG,2025-02-25 22:00:00+03:00,2025-02-26 17:00:00+03:00,4.11971142315,4.07304828262,-0.482225707308,0.0198189308012,-0.502044638109,0.462406776506,0.755282960768,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-Si-000002,Si,SHORT,2025-03-01 00:00:00+03:00,2025-03-03 10:00:00+03:00,109207.699702,110477.30477,-1.00000157529,1.57529301851e-06,-1.00000315059,1,0,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-GD-000001,GD,LONG,2025-03-03 20:00:00+03:00,2025-03-04 19:00:00+03:00,2739.39727281,2746.62266119,0.462650236765,0.00012809784332,0.462522138922,0.752454683679,1.97215945319,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-BR-000001,BR,SHORT,2025-03-04 11:00:00+03:00,2025-03-04 23:00:00+03:00,50.0710196707,50.2250361672,-0.338984414417,0.00434549451092,-0.343329908928,0.334638919906,1.45668903509,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-NG-000003,NG,LONG,2025-03-04 20:00:00+03:00,2025-03-04 23:00:00+03:00,4.51022025864,4.35398811647,-1.01280146308,0.0128014630806,-1.02560292616,1,0.0582160837036,ATR_TRAILING_STOP
QUARTERLY_ALL6__V2_PARAMS,T3,QUARTERLY_V2,V2_H1_PARAMS,ALL6,T3-QUARTERLY_ALL6__V2_PARAMS-MIX-000003,MIX,LONG,2025-03-04 19:00:00+03:00,2025-03-05 11:00:00+03:00,399823.15592,396509.414617,-0.513879699554,3.10150577492e-07,-0.513880009704,0.513879389403,0.777257722728,ATR_TRAILING_STOP
