event,time_bucket,trades,eligible_trades,status,reason
MAXIMUM_ADVERSE_EXCURSION,0-5 min,DATA_UNAVAILABLE,579,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
MAXIMUM_ADVERSE_EXCURSION,5-15 min,DATA_UNAVAILABLE,579,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
MAXIMUM_ADVERSE_EXCURSION,15-30 min,DATA_UNAVAILABLE,579,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
MAXIMUM_ADVERSE_EXCURSION,30-60 min,DATA_UNAVAILABLE,579,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
MAXIMUM_ADVERSE_EXCURSION,60+ min,DATA_UNAVAILABLE,579,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
