year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
2024,171,1.60064574312,0.272899850925,46.6658745082,-18.3781479418,2.53920442124,0.397660818713,4,14
