omitted_fold,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
WF01,130,1.99596035298,0.423048668687,54.9963269294,-8.68672015036,6.33108077358,0.446153846154,4,10
WF02,125,1.70657935906,0.308280769734,38.5350962167,-12.875648299,2.99286648112,0.4,4,14
WF03,124,1.59316275919,0.279891982296,34.7066058047,-18.3781479418,1.8884713473,0.395161290323,4,14
WF04,134,1.18144583622,0.087758168461,11.7595945738,-18.3781479418,0.639868315947,0.350746268657,3,14
