group,metric,trades,mean,median,p75,p90
ALL,MAE_R,171,0.591681619887,0.615934835426,0.998391931517,1
ALL,MFE_R,171,1.71686915228,0.874115763011,2.21213428407,3.89351924388
WINNERS,MAE_R,68,0.294943850758,0.226240756229,0.469490187846,0.726249601322
WINNERS,MFE_R,68,3.44003458539,2.83046415499,3.85174418821,7.00760538356
LOSERS,MAE_R,103,0.787586166496,0.928759308066,1,1
LOSERS,MFE_R,103,0.579245371189,0.35866454601,0.735246336726,0.986395942125
