strategy,timeframe,instrument,year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
T3,M30,IMOEXF,2024,9,4,4.50991417068,0.973040347845,3.89216139138,-1.10890500511,3.50991417068,0.25
T3,M30,IMOEXF,2024,10,6,1.29043355585,0.144591675676,0.867550054054,-2.98708615649,0.290433555848,0.5
T3,M30,IMOEXF,2024,11,7,6.55881681331,0.794237046475,5.55965932532,-1.00015156319,5.55881681331,0.857142857143
T3,M30,IMOEXF,2024,12,5,0.441307221794,-0.308017280582,-1.54008640291,-2.75658906467,-0.558692778206,0.2
T3,H1,USDRUBF,2023,1,0,,,0,0,,
T3,H1,USDRUBF,2023,2,3,0,-0.727726981363,-2.18318094409,-2.18318094409,-1,0
T3,H1,USDRUBF,2023,3,1,0,-1.00903361099,-1.00903361099,-1.00903361099,-1,0
T3,H1,USDRUBF,2023,4,3,10.0920899147,1.79378415151,5.38135245453,-0.591871891395,9.09208991467,0.666666666667
T3,H1,USDRUBF,2023,5,3,,0.913069994617,2.73920998385,0,,1
T3,H1,USDRUBF,2023,6,5,2.5112746137,0.539709523714,2.69854761857,-1.78561036764,1.5112746137,0.4
T3,H1,USDRUBF,2023,7,2,1.73988349934,0.371852431294,0.743704862588,-1.00516481751,0.739883499337,0.5
T3,H1,USDRUBF,2023,8,5,20.3518090722,1.33425245229,6.67126226146,-0.344735845449,19.3518090722,0.8
T3,H1,USDRUBF,2023,9,1,0,-0.916350478223,-0.916350478223,-0.916350478223,-1,0
T3,H1,USDRUBF,2023,10,4,0.434919036776,-0.388318391121,-1.55327356448,-1.74109911768,-0.892122423539,0.25
T3,H1,USDRUBF,2023,11,2,,0.898344395727,1.79668879145,0,,1
T3,H1,USDRUBF,2023,12,2,,1.48239642174,2.96479284347,0,,1
T3,H1,USDRUBF,2024,1,2,0,-0.501602232712,-1.00320446542,-1.00320446542,-1,0
T3,H1,USDRUBF,2024,2,1,0,-1.0070646862,-1.0070646862,-1.0070646862,-1,0
T3,H1,USDRUBF,2024,3,1,,1.40906163229,1.40906163229,0,,1
T3,H1,USDRUBF,2024,4,5,0.516209870598,-0.242594019434,-1.21297009717,-2.50722373908,-0.483790129402,0.2
T3,H1,USDRUBF,2024,5,4,0,-0.433714404862,-1.73485761945,-1.73485761945,-1,0
T3,H1,USDRUBF,2024,6,3,,2.27770380266,6.83311140798,0,,1
T3,H1,USDRUBF,2024,7,0,,,0,0,,
T3,H1,USDRUBF,2024,8,8,0.649620468625,-0.196775774948,-1.57420619959,-2.50775680889,-0.627734792307,0.25
T3,H1,USDRUBF,2024,9,2,,0.652494076074,1.30498815215,0,,1
T3,H1,USDRUBF,2024,10,2,,1.32750930176,2.65501860352,0,,1
T3,H1,USDRUBF,2024,11,4,3.25862576116,1.07475241749,4.29900966995,-1.90337405332,2.25862576116,0.5
T3,H1,USDRUBF,2024,12,1,,0.475417127363,0.475417127363,0,,1
T3,H1,CNYRUBF,2023,1,0,,,0,0,,
T3,H1,CNYRUBF,2023,2,1,0,-0.771438324374,-0.771438324374,-0.771438324374,-1,0
T3,H1,CNYRUBF,2023,3,2,0,-0.292598057233,-0.585196114466,-0.585196114466,-1,0
T3,H1,CNYRUBF,2023,4,3,6.70612767088,1.52568766638,4.57706299914,-0.80213119354,5.70612767088,0.666666666667
T3,H1,CNYRUBF,2023,5,2,,1.49962316025,2.99924632049,0,,1
T3,H1,CNYRUBF,2023,6,3,2.40881648376,0.654090301253,1.96227090376,-1.39285061353,1.40881648376,0.333333333333
T3,H1,CNYRUBF,2023,7,3,0,-0.945085244187,-2.83525573256,-2.83525573256,-1,0
T3,H1,CNYRUBF,2023,8,4,0.990053475436,-0.00520262935531,-0.0208105174213,-1.05767358316,-0.0196757466127,0.5
T3,H1,CNYRUBF,2023,9,1,0,-0.972698130712,-0.972698130712,-0.972698130712,-1,0
T3,H1,CNYRUBF,2023,10,2,0,-0.645167735373,-1.29033547075,-1.29033547075,-1,0
T3,H1,CNYRUBF,2023,11,1,0,-1.06437173859,-1.06437173859,-1.06437173859,-1,0
T3,H1,CNYRUBF,2023,12,3,0,-0.680104188467,-2.0403125654,-2.0403125654,-1,0
T3,H1,CNYRUBF,2024,1,1,,2.94944316787,2.94944316787,0,,1
T3,H1,CNYRUBF,2024,2,2,1.45004909269,0.227944299117,0.455888598233,-1.01297526344,0.450049092694,0.5
T3,H1,CNYRUBF,2024,3,0,,,0,0,,
T3,H1,CNYRUBF,2024,4,4,3.55796053549,0.720461203435,2.88184481374,-1.12661816856,2.55796053549,0.75
T3,H1,CNYRUBF,2024,5,4,1.18766812264,0.126084501351,0.504338005403,-2.68739303362,0.187668122635,0.25
T3,H1,CNYRUBF,2024,6,3,34.3539224296,5.0306125038,15.0918375114,-0.452475643405,33.3539224296,0.666666666667
T3,H1,CNYRUBF,2024,7,0,,,0,0,,
T3,H1,CNYRUBF,2024,8,2,0,-0.709379859558,-1.41875971912,-1.41875971912,-1,0
T3,H1,CNYRUBF,2024,9,4,10.6703533819,0.539706980804,2.15882792322,-0.223241885581,9.67035338193,0.75
T3,H1,CNYRUBF,2024,10,2,0.668896282293,-0.121328567264,-0.242657134528,-0.732873482087,-0.331103717707,0.5
T3,H1,CNYRUBF,2024,11,4,4.70005981507,1.32443913742,5.29775654969,-1.43180294765,3.70005981507,0.5
T3,H1,CNYRUBF,2024,12,1,0,-0.942229634155,-0.942229634155,-0.942229634155,-1,0
T3,H1,GLDRUBF,2023,7,0,,,0,0,,
T3,H1,GLDRUBF,2023,8,0,,,0,0,,
T3,H1,GLDRUBF,2023,9,1,0,-0.544748624184,-0.544748624184,-0.544748624184,-1,0
T3,H1,GLDRUBF,2023,10,0,,,0,0,,
T3,H1,GLDRUBF,2023,11,1,,0.067510881068,0.067510881068,0,,1
T3,H1,GLDRUBF,2023,12,4,0.998152958789,-0.00080020197283,-0.00320080789132,-1.73293799401,-0.00184704121116,0.25
T3,H1,GLDRUBF,2024,1,2,0,-0.365507021173,-0.731014042346,-0.731014042346,-1,0
T3,H1,GLDRUBF,2024,2,4,0.17075245951,-0.414683335541,-1.65873334216,-2.00028732215,-0.82924754049,0.5
T3,H1,GLDRUBF,2024,3,5,4.63380172263,0.761312096745,3.80656048372,-0.56409532892,6.7480801357,0.4
T3,H1,GLDRUBF,2024,4,4,,1.34478916424,5.37915665697,0,,1
T3,H1,GLDRUBF,2024,5,1,0,-0.021662432568,-0.021662432568,-0.021662432568,-1,0
T3,H1,GLDRUBF,2024,6,4,0.0647429571574,-0.359761144769,-1.43904457908,-1.44599828855,-0.995191066597,0.25
T3,H1,GLDRUBF,2024,7,0,,,0,0,,
T3,H1,GLDRUBF,2024,8,5,0.952725054762,-0.0258058456575,-0.129029228287,-1.89635241335,-0.0680407435766,0.4
T3,H1,GLDRUBF,2024,9,2,0.165532356239,-0.417260494287,-0.834520988573,-1.00006392676,-0.834467643761,0.5
T3,H1,GLDRUBF,2024,10,3,4.80641209914,1.05938703949,3.17816111847,-0.834949300205,3.80641209914,0.666666666667
T3,H1,GLDRUBF,2024,11,4,7.99132480431,1.60447195455,6.41788781819,-0.917978780536,6.99132480431,0.75
T3,H1,GLDRUBF,2024,12,1,,0.449264012826,0.449264012826,0,,1
T3,H1,IMOEXF,2023,11,0,,,0,0,,
T3,H1,IMOEXF,2023,12,0,,,0,0,,
T3,H1,IMOEXF,2024,1,2,0,-0.530363874917,-1.06072774983,-1.06072774983,-1,0
T3,H1,IMOEXF,2024,2,4,0.635060734306,-0.125938270374,-0.503753081496,-1.38037511677,-0.364939265694,0.25
T3,H1,IMOEXF,2024,3,2,0,-1.00023198755,-2.0004639751,-2.0004639751,-1,0
T3,H1,IMOEXF,2024,4,1,0,-0.161376790374,-0.161376790374,-0.161376790374,-1,0
T3,H1,IMOEXF,2024,5,3,0.26853238764,-0.487721462532,-1.4631643876,-1.4631643876,-1,0.333333333333
T3,H1,IMOEXF,2024,6,3,6.92015929183,1.86151434573,5.58454303718,-0.943309590485,5.92015929183,0.666666666667
T3,H1,IMOEXF,2024,7,4,4.85210062063,1.2266880546,4.90675221839,-1.27378609793,3.85210062063,0.5
T3,H1,IMOEXF,2024,8,2,,0.802894546883,1.60578909377,0,,1
T3,H1,IMOEXF,2024,9,1,,3.17804304835,3.17804304835,0,,1
T3,H1,IMOEXF,2024,10,1,,1.49430573348,1.49430573348,0,,1
T3,H1,IMOEXF,2024,11,3,,0.75294824457,2.25884473371,0,,1
T3,H1,IMOEXF,2024,12,1,0,-0.0746360990105,-0.0746360990105,-0.0746360990105,-1,0
